student_id,year,day,attendance,engagement_score,difficulty
2025_803,2025,7,1,2.99,3
2024_281,2024,2,1,2.74,4
2025_776,2025,8,1,2.89,3
2025_766,2025,14,1,3.58,2
2024_82,2024,3,1,5.0,2
2024_744,2024,12,1,3.12,4
2025_1183,2025,11,1,3.25,2
2024_398,2024,2,1,2.56,2
2024_131,2024,5,1,3.27,4
2024_353,2024,12,1,2.96,2
2025_901,2025,8,1,2.6,3
2024_1182,2024,7,1,4.48,4
2025_441,2025,3,1,2.59,2
2024_660,2024,8,1,3.71,2
2025_1089,2025,15,1,1.89,2
2025_181,2025,12,1,4.01,3
2024_876,2024,11,1,2.97,4
2025_540,2025,2,1,3.68,4
2024_504,2024,4,1,3.33,3
2024_1110,2024,6,1,1.8,2
2025_718,2025,3,1,1.94,2
2024_1005,2024,5,1,3.48,4
2025_527,2025,11,1,4.4,2
2024_243,2024,2,1,2.5,3
2025_909,2025,6,1,2.31,2
2025_135,2025,6,1,5.0,3
2024_897,2024,6,1,2.66,3
2025_760,2025,13,1,3.66,2
2025_1036,2025,5,1,4.61,3
2024_1051,2024,1,1,2.54,3
2024_711,2024,5,1,4.02,4
2025_817,2025,10,1,1.41,2
2025_448,2025,1,1,3.61,2
2024_309,2024,11,1,3.79,4
2025_1018,2025,1,1,3.2,2
2025_1080,2025,3,1,4.68,2
2025_495,2025,2,1,3.84,2
2025_358,2025,2,1,1.89,4
2025_621,2025,1,1,3.87,4
2025_824,2025,14,1,3.1,4
2025_1188,2025,6,1,3.78,2
2024_1106,2024,4,1,4.65,4
2024_159,2024,2,1,1.98,3
2024_147,2024,12,1,4.69,2
2025_364,2025,1,1,1.9,2
2025_708,2025,4,1,5.14,2
2025_282,2025,12,1,5.0,4
2024_754,2024,2,1,3.58,2
2025_377,2025,9,1,2.54,4
2024_526,2024,8,1,2.99,4
2025_297,2025,3,1,1.68,3
2024_947,2024,15,1,4.42,3
2024_359,2024,5,1,2.78,3
2024_703,2024,4,1,3.47,2
2025_664,2025,11,1,2.49,4
2024_1169,2024,11,1,3.73,3
2025_1191,2025,2,1,3.44,4
2024_546,2024,8,1,4.36,2
2025_174,2025,4,1,5.0,3
2024_655,2024,1,1,1.23,3
2024_539,2024,3,1,4.43,2
2024_248,2024,4,1,2.79,3
2025_811,2025,8,1,2.39,2
2025_962,2025,11,1,3.8,2
2025_605,2025,10,1,4.54,3
2025_135,2025,3,1,2.8,2
2025_702,2025,1,1,3.76,4
2025_1035,2025,2,1,3.4,4
2024_386,2024,9,1,5.0,2
2024_1158,2024,6,1,4.71,4
2024_720,2024,5,1,2.82,3
2025_1173,2025,11,1,3.46,4
2024_8,2024,2,1,5.0,2
2025_619,2025,10,1,3.94,4
2025_356,2025,8,1,3.29,3
2024_272,2024,10,1,3.56,2
2025_1007,2025,10,1,3.69,4
2025_928,2025,7,1,4.14,3
2025_377,2025,5,1,5.0,2
2025_418,2025,1,1,4.61,2
2025_570,2025,5,1,3.96,4
2024_339,2024,2,1,2.85,2
2024_189,2024,10,1,5.0,2
2024_1120,2024,3,1,2.98,4
2024_711,2024,1,1,4.76,2
2024_1166,2024,8,1,1.85,2
2025_760,2025,4,1,4.75,4
2025_643,2025,1,1,3.41,2
2024_150,2024,2,1,4.02,4
2024_960,2024,4,1,3.47,4
2024_307,2024,2,1,3.4,2
2025_398,2025,5,1,3.41,2
2024_128,2024,1,1,1.0,3
2024_359,2024,1,1,2.41,3
2025_276,2025,4,1,2.89,3
2024_317,2024,4,1,1.46,4
2024_531,2024,2,1,4.14,3
2024_1041,2024,5,1,2.9,3
2025_324,2025,5,1,4.3,2
2024_975,2024,1,1,3.62,2
2024_593,2024,10,1,3.78,2
2024_373,2024,3,1,3.36,3
2025_1039,2025,3,1,2.32,3
2024_272,2024,4,1,2.58,4
2025_825,2025,7,1,3.85,2
2024_867,2024,2,1,4.3,2
2024_194,2024,1,1,2.14,3
2024_427,2024,1,1,5.0,3
2025_368,2025,8,1,2.44,4
2025_268,2025,3,1,3.56,2
2025_134,2025,2,1,4.38,2
2024_864,2024,5,1,2.49,4
2024_627,2024,6,1,2.72,4
2024_347,2024,1,1,3.07,4
2024_208,2024,2,1,3.92,4
2024_1198,2024,6,1,4.84,4
2025_460,2025,2,1,1.64,2
2024_260,2024,5,1,4.14,4
2025_1108,2025,1,1,3.53,2
2025_680,2025,4,1,3.36,2
2024_135,2024,6,1,2.82,4
2024_131,2024,8,1,3.43,4
2024_151,2024,10,1,3.72,4
2025_1109,2025,8,1,3.39,4
2025_961,2025,5,1,2.74,3
2024_803,2024,1,1,2.94,4
2024_443,2024,2,1,2.52,2
2025_518,2025,7,1,3.91,2
2025_119,2025,8,1,3.96,2
2024_932,2024,8,1,4.22,4
2024_964,2024,3,1,4.83,4
2025_957,2025,2,1,4.76,2
2025_856,2025,11,1,3.73,2
2024_678,2024,7,1,2.92,2
2025_320,2025,9,1,4.8,4
2025_417,2025,2,1,3.27,2
2024_1197,2024,6,1,2.93,2
2024_526,2024,7,1,3.45,4
2025_232,2025,8,1,2.66,3
2024_665,2024,4,1,1.48,3
2024_660,2024,1,1,3.87,2
2024_584,2024,11,1,4.66,2
2024_359,2024,6,1,3.11,4
2024_1111,2024,8,1,1.66,2
2024_574,2024,2,1,4.84,3
2025_78,2025,4,1,3.78,3
2025_264,2025,4,1,5.0,4
2024_495,2024,7,1,4.78,3
2024_932,2024,3,1,2.86,4
2025_975,2025,10,1,5.0,4
2024_13,2024,7,1,4.0,4
2024_1044,2024,4,1,4.58,2
2024_925,2024,2,1,2.23,3
2025_463,2025,10,1,3.99,4
2024_545,2024,7,1,2.94,4
2025_241,2025,11,1,1.89,3
2025_214,2025,7,1,5.0,4
2025_1109,2025,7,1,4.36,2
2025_990,2025,1,1,3.34,2
2024_453,2024,8,1,3.15,2
2024_365,2024,6,1,3.27,4
2025_363,2025,6,1,3.6,3
2025_955,2025,2,1,2.56,4
2024_16,2024,4,1,3.34,3
2024_1179,2024,1,1,3.7,2
2025_487,2025,14,1,3.01,3
2024_1057,2024,4,1,1.87,4
2025_338,2025,8,1,5.0,4
2025_1142,2025,14,1,2.93,2
2025_1192,2025,6,1,3.53,3
2024_146,2024,6,1,4.68,4
2024_214,2024,6,1,4.43,2
2025_200,2025,3,1,1.64,3
2024_933,2024,1,1,3.03,2
2024_1199,2024,5,1,2.92,2
2024_408,2024,4,1,2.38,4
2024_1199,2024,13,1,4.01,4
2024_386,2024,5,1,4.36,4
2025_1034,2025,3,1,4.11,4
2024_986,2024,5,1,4.8,3
2025_835,2025,1,1,3.59,2
2025_865,2025,2,1,1.44,3
2025_29,2025,2,1,4.03,3
2025_839,2025,6,1,2.16,2
2024_308,2024,2,1,4.08,4
2025_241,2025,6,1,3.79,2
2025_975,2025,1,1,3.48,4
2025_545,2025,10,1,2.03,2
2024_1005,2024,4,1,3.05,3
2024_781,2024,6,1,2.34,4
2024_554,2024,7,1,2.46,2
2024_1076,2024,1,1,3.67,3
2025_689,2025,2,1,3.08,4
2024_299,2024,2,1,2.45,3
2024_256,2024,5,1,2.91,3
2024_36,2024,6,1,3.86,2
2024_842,2024,4,1,2.46,3
2024_953,2024,1,1,2.76,3
2025_153,2025,1,1,2.71,2
2024_496,2024,4,1,2.82,4
2024_690,2024,1,1,3.56,2
2024_1049,2024,7,1,3.31,4
2024_780,2024,2,1,4.47,4
2024_266,2024,13,1,2.58,3
2024_778,2024,12,1,2.32,3
2025_856,2025,5,1,2.94,4
2024_962,2024,3,1,3.32,4
2024_89,2024,3,1,3.7,3
2025_1017,2025,5,1,5.0,3
2024_589,2024,1,1,2.67,4
2024_957,2024,4,1,4.45,3
2025_302,2025,3,1,3.06,3
2024_799,2024,7,1,3.27,2
2025_1006,2025,7,1,2.3,2
2025_324,2025,3,1,4.02,2
2024_77,2024,13,1,4.64,3
2024_1098,2024,7,1,3.48,4
2024_235,2024,8,1,2.35,4
2025_784,2025,5,1,3.4,3
2025_269,2025,11,1,3.33,3
2025_298,2025,4,1,3.42,2
2024_357,2024,4,1,2.63,2
2024_654,2024,7,1,2.47,2
2025_760,2025,2,1,2.27,3
2024_490,2024,5,1,3.38,4
2024_551,2024,7,1,4.0,2
2024_1098,2024,6,1,2.3,3
2025_605,2025,6,1,3.24,3
2024_261,2024,1,1,5.0,2
2024_822,2024,5,1,4.93,2
2025_805,2025,1,1,3.8,3
2024_763,2024,2,1,2.49,2
2024_502,2024,7,1,2.69,2
2024_1097,2024,2,1,5.0,2
2025_3,2025,6,1,1.59,3
2025_282,2025,4,1,3.66,4
2024_792,2024,7,1,3.49,3
2024_646,2024,5,1,3.9,3
2025_47,2025,2,1,5.0,3
2025_579,2025,2,1,2.85,2
2024_339,2024,4,1,3.83,3
2024_949,2024,1,1,4.94,3
2024_442,2024,8,1,3.34,4
2024_357,2024,5,1,2.33,4
2025_1139,2025,3,1,5.0,2
2025_75,2025,6,1,5.17,3
2024_1126,2024,1,1,4.27,3
2024_1078,2024,5,1,5.0,2
2025_207,2025,10,1,5.0,2
2024_907,2024,6,1,3.95,3
2024_884,2024,6,1,4.05,2
2024_105,2024,7,1,2.76,3
2024_719,2024,11,1,3.42,2
2025_259,2025,9,1,3.3,2
2024_1148,2024,1,1,5.0,3
2025_1195,2025,14,1,2.23,4
2025_538,2025,5,1,2.33,2
2024_958,2024,6,1,2.83,3
2025_241,2025,1,1,2.98,2
2025_647,2025,9,1,3.43,2
2024_950,2024,5,1,2.59,2
2025_982,2025,8,1,5.0,2
2025_118,2025,11,1,3.57,3
2024_1183,2024,2,1,1.51,4
2024_829,2024,5,1,2.21,3
2025_1048,2025,2,1,3.47,3
2024_1056,2024,6,1,4.58,2
2025_462,2025,6,1,1.94,3
2024_27,2024,4,1,2.65,3
2024_822,2024,1,1,3.43,3
2024_1043,2024,8,1,4.0,4
2025_376,2025,4,1,2.47,2
2025_694,2025,1,1,3.88,2
2024_554,2024,3,1,3.57,3
2024_501,2024,3,1,2.78,3
2024_617,2024,4,1,3.86,4
2025_1068,2025,9,1,2.03,3
2025_745,2025,4,1,4.75,3
2024_819,2024,11,1,2.24,2
2024_1047,2024,12,1,3.49,3
2025_917,2025,3,1,4.34,2
2024_1157,2024,2,1,3.12,2
2024_823,2024,10,1,4.36,4
2024_577,2024,6,1,2.06,2
2025_159,2025,6,1,4.83,4
2025_1007,2025,4,1,3.23,4
2024_157,2024,4,1,3.98,3
2025_114,2025,7,1,3.66,4
2024_694,2024,13,1,3.27,4
2024_540,2024,1,1,2.45,2
2024_841,2024,5,1,4.11,2
2025_376,2025,9,1,2.97,3
2024_411,2024,1,1,3.5,4
2025_936,2025,12,1,2.62,3
2025_1004,2025,1,1,3.38,2
2025_697,2025,9,1,3.48,3
2025_799,2025,4,1,4.07,2
2024_802,2024,7,1,2.6,4
2025_688,2025,4,1,4.73,2
2024_995,2024,5,1,4.11,2
2024_86,2024,7,1,2.9,2
2025_924,2025,1,1,3.63,2
2024_365,2024,11,1,1.0,4
2025_83,2025,5,1,3.41,2
2025_1055,2025,7,1,3.78,4
2024_656,2024,4,1,3.39,3
2025_10,2025,2,1,3.83,4
2024_71,2024,6,1,3.52,2
2024_701,2024,1,1,3.2,3
2025_964,2025,10,1,4.84,2
2024_581,2024,7,1,4.0,3
2025_273,2025,9,1,2.89,4
2024_8,2024,12,1,2.7,4
2025_310,2025,12,1,2.07,4
2024_1021,2024,1,1,1.52,2
2024_199,2024,7,1,1.29,3
2024_466,2024,5,1,2.64,2
2024_819,2024,6,1,2.42,3
2024_751,2024,4,1,2.48,2
2024_1189,2024,2,1,5.0,4
2025_385,2025,3,1,3.23,4
2024_1087,2024,4,1,2.34,3
2025_901,2025,6,1,4.25,2
2024_804,2024,1,1,4.65,2
2025_1161,2025,3,1,2.37,2
2025_434,2025,3,1,5.0,2
2025_244,2025,12,1,3.33,4
2024_1101,2024,12,1,2.91,3
2025_190,2025,5,1,4.02,2
2025_1084,2025,8,1,1.92,4
2024_807,2024,1,1,4.24,4
2024_188,2024,2,1,3.61,3
2025_947,2025,4,1,4.41,2
2025_785,2025,1,1,2.55,3
2025_318,2025,2,1,4.37,4
2025_502,2025,9,1,2.76,2
2024_341,2024,1,1,4.13,2
2024_568,2024,2,1,2.75,2
2024_988,2024,8,1,4.4,4
2024_1063,2024,10,1,3.32,3
2025_693,2025,10,1,4.11,2
2025_761,2025,5,1,4.2,2
2024_376,2024,7,1,2.63,3
2025_780,2025,15,1,2.84,2
2024_950,2024,4,1,3.51,4
2024_1037,2024,2,1,3.98,4
2025_592,2025,1,1,4.46,3
2024_1107,2024,9,1,2.66,3
2025_407,2025,2,1,3.04,3
2025_586,2025,1,1,2.18,4
2024_156,2024,9,1,5.0,2
2024_126,2024,2,1,3.73,3
2024_235,2024,9,1,5.0,3
2024_317,2024,7,1,5.0,4
2025_295,2025,10,1,3.52,3
2025_273,2025,7,1,3.09,4
2025_413,2025,9,1,2.19,2
2025_409,2025,9,1,2.91,3
2025_208,2025,6,1,3.07,4
2025_531,2025,10,1,2.95,3
2024_483,2024,6,1,3.03,3
2024_1096,2024,3,1,2.08,3
2024_919,2024,7,1,3.59,3
2024_868,2024,1,1,2.88,3
2025_389,2025,1,1,3.28,4
2024_438,2024,9,1,4.12,3
2025_909,2025,2,1,2.55,4
2025_286,2025,1,1,2.9,2
2024_928,2024,4,1,5.0,3
2024_587,2024,4,1,3.03,3
2025_368,2025,3,1,3.28,4
2025_407,2025,4,1,4.63,2
2025_634,2025,2,1,2.04,3
2024_563,2024,4,1,2.86,2
2025_1078,2025,6,1,4.23,2
2024_862,2024,5,1,3.58,2
2025_35,2025,2,1,2.02,2
2025_561,2025,7,1,3.17,2
2025_119,2025,5,1,3.16,4
2024_752,2024,2,1,4.2,2
2024_686,2024,3,1,3.43,4
2024_855,2024,14,1,4.1,2
2024_1198,2024,1,1,3.02,4
2025_422,2025,4,1,2.61,2
2025_650,2025,2,1,4.04,2
2024_876,2024,12,1,3.41,4
2024_595,2024,8,1,1.95,2
2025_1034,2025,4,1,3.16,3
2024_636,2024,6,1,4.78,2
2025_779,2025,2,1,5.0,3
2024_358,2024,2,1,3.58,4
2025_754,2025,1,1,5.0,2
2025_1141,2025,1,1,5.0,3
2025_650,2025,7,1,4.66,2
2025_867,2025,2,1,4.4,4
2024_383,2024,3,1,4.36,4
2024_561,2024,12,1,3.14,4
2025_637,2025,2,1,4.57,3
2024_445,2024,5,1,2.95,3
2025_895,2025,6,1,2.46,3
2025_2,2025,2,1,2.28,3
2024_615,2024,14,1,2.78,2
2024_34,2024,2,1,3.62,2
2025_27,2025,2,1,3.04,3
2025_433,2025,1,1,4.55,2
2024_1111,2024,7,1,1.25,4
2025_1182,2025,3,1,2.3,2
2025_856,2025,9,1,2.2,2
2024_815,2024,1,1,4.57,2
2025_282,2025,13,1,2.11,3
2024_1176,2024,1,1,4.63,2
2024_426,2024,8,1,4.8,4
2024_1135,2024,6,1,3.23,3
2025_1001,2025,8,1,1.77,2
2025_694,2025,3,1,3.23,3
2024_597,2024,7,1,1.44,2
2024_807,2024,7,1,3.54,2
2025_936,2025,3,1,3.0,3
2025_289,2025,6,1,4.57,3
2024_119,2024,7,1,1.51,4
2025_253,2025,7,1,3.03,3
2024_639,2024,4,1,3.62,4
2024_1169,2024,3,1,2.74,4
2024_480,2024,8,1,4.5,2
2025_423,2025,6,1,3.72,4
2025_725,2025,11,1,4.11,3
2025_955,2025,10,1,3.32,3
2024_1048,2024,2,1,4.3,3
2024_88,2024,1,1,3.89,2
2024_409,2024,1,1,2.93,4
2025_895,2025,7,1,1.83,3
2025_547,2025,6,1,2.84,3
2025_1164,2025,6,1,5.0,2
2024_927,2024,7,1,4.22,4
2025_608,2025,2,1,2.55,4
2025_1023,2025,9,1,4.7,3
2024_959,2024,1,1,3.67,2
2025_152,2025,3,1,3.77,2
2025_154,2025,4,1,2.7,3
2025_434,2025,2,1,2.65,3
2024_254,2024,7,1,1.96,4
2025_390,2025,14,1,4.34,4
2024_516,2024,2,1,4.25,2
2024_632,2024,3,1,2.7,4
2024_554,2024,1,1,5.0,2
2025_17,2025,11,1,0.68,2
2024_1041,2024,9,1,5.0,3
2025_1116,2025,9,1,2.24,4
2024_543,2024,6,1,2.84,4
2024_8,2024,6,1,2.62,3
2024_957,2024,3,1,3.68,3
2024_841,2024,9,1,2.61,2
2025_672,2025,1,1,3.71,2
2024_452,2024,6,1,3.33,3
2025_218,2025,4,1,3.29,2
2025_1084,2025,11,1,2.58,3
2025_19,2025,3,1,3.44,4
2024_1132,2024,7,1,4.17,3
2025_804,2025,15,1,3.46,3
2025_274,2025,8,1,5.0,3
2024_919,2024,6,1,3.19,2
2025_170,2025,1,1,2.66,2
2025_502,2025,10,1,2.38,3
2024_661,2024,11,1,3.27,3
2024_1048,2024,3,1,3.67,3
2025_185,2025,3,1,3.24,4
2024_1066,2024,2,1,1.95,2
2024_799,2024,4,1,1.86,3
2024_274,2024,10,1,4.92,2
2024_1119,2024,1,1,4.09,3
2025_34,2025,3,1,3.76,3
2025_316,2025,4,1,5.0,2
2024_638,2024,1,1,1.72,2
2024_94,2024,1,1,2.64,3
2025_444,2025,11,1,2.4,4
2024_1189,2024,6,1,3.43,3
2025_680,2025,7,1,3.24,3
2024_991,2024,2,1,2.49,2
2024_1153,2024,3,1,2.34,4
2025_340,2025,4,1,4.38,4
2024_457,2024,4,1,4.64,3
2024_132,2024,7,1,2.87,2
2025_638,2025,12,1,3.4,3
2024_1025,2024,9,1,4.82,4
2025_723,2025,1,1,3.13,2
2025_66,2025,6,1,4.05,3
2024_629,2024,3,1,3.86,2
2025_918,2025,3,1,5.0,4
2024_799,2024,2,1,2.28,2
2025_653,2025,7,1,3.55,3
2025_574,2025,11,1,3.14,3
2025_280,2025,3,1,3.22,3
2025_993,2025,11,1,1.94,4
2024_815,2024,10,1,3.25,2
2025_602,2025,1,1,3.7,4
2025_83,2025,8,1,5.0,4
2024_34,2024,1,1,3.24,2
2024_389,2024,6,1,3.13,3
2024_711,2024,9,1,3.67,2
2025_1067,2025,5,1,3.23,2
2025_616,2025,5,1,1.65,4
2024_728,2024,9,1,2.69,4
2025_965,2025,4,1,3.89,3
2024_691,2024,1,1,3.11,2
2025_278,2025,8,1,4.27,4
2024_159,2024,9,1,4.1,2
2024_675,2024,6,1,3.85,2
2024_435,2024,6,1,3.65,4
2025_354,2025,8,1,3.82,3
2024_1047,2024,6,1,4.47,3
2024_149,2024,8,1,4.66,4
2025_1078,2025,3,1,3.49,3
2024_1171,2024,1,1,2.3,4
2025_867,2025,10,1,3.24,4
2025_974,2025,2,1,3.28,2
2024_916,2024,2,1,3.11,2
2024_776,2024,3,1,2.89,2
2024_859,2024,1,1,4.31,4
2025_1079,2025,7,1,2.48,2
2025_1106,2025,7,1,3.71,2
2025_403,2025,14,1,4.57,2
2024_922,2024,4,1,3.77,4
2024_980,2024,3,1,4.76,4
2025_2,2025,8,1,4.17,2
2024_568,2024,3,1,4.19,4
2024_679,2024,1,1,2.94,4
2025_465,2025,8,1,4.37,4
2024_497,2024,9,1,4.75,2
2024_146,2024,7,1,3.36,2
2024_588,2024,10,1,4.87,2
2024_750,2024,3,1,3.59,2
2024_991,2024,4,1,4.3,3
2024_1181,2024,8,1,4.28,2
2025_1163,2025,9,1,4.84,4
2024_978,2024,1,1,3.99,3
2025_1033,2025,6,1,1.86,3
2025_806,2025,5,1,5.0,4
2025_775,2025,4,1,3.27,4
2024_423,2024,4,1,5.0,3
2024_1003,2024,6,1,3.81,4
2025_609,2025,5,1,1.84,2
2025_827,2025,7,1,4.55,3
2025_1046,2025,14,1,2.77,4
2025_1021,2025,4,1,1.93,2
2024_377,2024,1,1,3.95,3
2025_763,2025,2,1,2.62,4
2025_162,2025,6,1,5.0,4
2025_776,2025,10,1,2.69,2
2025_616,2025,4,1,4.67,2
2025_221,2025,8,1,1.89,3
2024_805,2024,7,1,2.31,2
2025_837,2025,6,1,3.46,3
2025_38,2025,5,1,2.67,4
2024_499,2024,3,1,2.73,3
2024_796,2024,6,1,4.31,3
2025_1034,2025,12,1,3.28,3
2024_1181,2024,6,1,3.39,3
2025_894,2025,2,1,4.1,4
2024_386,2024,6,1,1.62,4
2024_593,2024,11,1,2.43,2
2024_7,2024,1,1,4.0,3
2024_686,2024,5,1,3.15,4
2025_632,2025,3,1,1.89,4
2025_410,2025,5,1,3.14,4
2025_205,2025,1,1,2.73,3
2025_313,2025,12,1,4.55,2
2024_269,2024,4,1,2.31,3
2025_81,2025,1,1,3.34,3
2025_10,2025,5,1,2.19,3
2024_676,2024,6,1,3.92,4
2024_157,2024,5,1,3.4,4
2024_755,2024,1,1,4.54,4
2024_1053,2024,1,1,4.07,4
2024_1037,2024,9,1,3.75,4
2025_785,2025,2,1,3.78,3
2025_237,2025,6,1,3.99,2
2024_626,2024,1,1,4.23,2
2024_1110,2024,3,1,3.93,3
2024_504,2024,2,1,3.47,3
2025_1026,2025,4,1,2.27,4
2025_241,2025,12,1,4.04,2
2025_546,2025,4,1,3.73,2
2025_632,2025,4,1,4.32,2
2025_893,2025,7,1,1.89,3
2024_1003,2024,5,1,3.02,3
2024_988,2024,10,1,3.73,3
2025_820,2025,1,1,3.47,4
2024_395,2024,8,1,2.47,2
2025_1193,2025,8,1,5.0,4
2025_1148,2025,3,1,2.87,3
2025_913,2025,2,1,4.16,2
2024_1137,2024,2,1,5.0,4
2025_664,2025,6,1,4.61,3
2025_141,2025,4,1,2.95,3
2025_170,2025,6,1,1.6,2
2024_285,2024,6,1,4.05,3
2025_682,2025,1,1,4.56,4
2025_917,2025,6,1,3.05,4
2025_1,2025,1,1,3.6,4
2025_1058,2025,7,1,3.89,3
2024_884,2024,8,1,4.65,4
2025_774,2025,1,1,3.79,2
2025_1119,2025,4,1,4.13,4
2025_235,2025,1,1,5.0,2
2025_618,2025,3,1,1.51,3
2025_798,2025,13,1,4.29,4
2025_664,2025,2,1,4.52,2
2024_254,2024,9,1,2.95,3
2024_1168,2024,13,1,4.43,2
2025_1091,2025,4,1,4.09,4
2024_1169,2024,8,1,5.07,3
2025_162,2025,9,1,3.84,2
2025_952,2025,7,1,2.82,2
2025_264,2025,1,1,2.27,4
2025_1059,2025,3,1,3.41,4
2025_450,2025,1,1,2.15,4
2025_632,2025,8,1,3.65,4
2025_924,2025,3,1,1.87,3
2024_868,2024,7,1,2.18,2
2025_30,2025,1,1,3.4,4
2024_269,2024,5,1,4.2,2
2024_991,2024,7,1,3.88,4
2024_146,2024,4,1,1.86,3
2025_1106,2025,1,1,4.15,4
2025_345,2025,3,1,3.16,4
2024_965,2024,8,1,3.4,3
2025_129,2025,11,1,2.25,3
2025_289,2025,2,1,3.86,2
2024_1093,2024,6,1,4.46,4
2025_237,2025,8,1,3.87,4
2024_373,2024,4,1,2.74,4
2025_315,2025,14,1,4.73,4
2024_269,2024,10,1,4.82,4
2024_1067,2024,3,1,4.67,4
2025_993,2025,12,1,4.49,3
2024_1140,2024,1,1,5.0,3
2025_974,2025,5,1,2.1,3
2024_466,2024,8,1,3.29,4
2024_565,2024,3,1,2.07,4
2025_118,2025,10,1,3.64,3
2025_326,2025,8,1,4.64,3
2024_519,2024,2,1,4.76,3
2025_784,2025,12,1,3.97,4
2024_273,2024,2,1,1.0,3
2024_633,2024,14,1,5.0,2
2024_932,2024,5,1,2.59,2
2024_149,2024,4,1,5.0,3
2025_659,2025,5,1,3.84,4
2024_197,2024,2,1,2.82,2
2024_48,2024,3,1,3.53,3
2024_815,2024,9,1,4.0,2
2025_943,2025,2,1,4.0,4
2024_425,2024,5,1,3.24,2
2024_1157,2024,4,1,3.57,3
2025_26,2025,7,1,4.47,2
2024_623,2024,8,1,3.66,4
2024_176,2024,4,1,2.48,3
2025_310,2025,11,1,1.75,4
2025_1058,2025,9,1,3.01,3
2025_605,2025,2,1,2.96,2
2024_826,2024,1,1,5.0,2
2025_1117,2025,5,1,3.38,4
2025_555,2025,2,1,2.13,4
2025_195,2025,5,1,3.58,4
2025_454,2025,9,1,3.38,3
2025_415,2025,1,1,3.7,4
2024_975,2024,5,1,4.3,2
2025_780,2025,11,1,5.0,2
2025_181,2025,5,1,5.0,4
2024_829,2024,3,1,3.6,4
2024_1093,2024,5,1,2.44,3
2025_10,2025,8,1,4.32,2
2025_945,2025,8,1,2.88,4
2025_964,2025,5,1,2.7,2
2025_878,2025,9,1,4.62,3
2025_909,2025,13,1,3.73,4
2025_273,2025,3,1,4.53,4
2025_506,2025,5,1,3.71,2
2024_814,2024,1,1,2.48,4
2024_879,2024,4,1,2.94,2
2024_1116,2024,9,1,3.32,3
2024_89,2024,1,1,4.45,3
2025_17,2025,5,1,3.7,4
2024_10,2024,9,1,2.94,2
2024_664,2024,3,1,1.32,3
2025_130,2025,8,1,3.21,4
2024_568,2024,11,1,4.23,4
2024_867,2024,4,1,2.24,3
2024_591,2024,4,1,4.5,4
2024_92,2024,8,1,2.53,2
2025_1060,2025,12,1,4.01,3
2025_462,2025,7,1,2.02,4
2025_140,2025,2,1,2.61,2
2024_1056,2024,2,1,2.89,2
2025_61,2025,12,1,4.88,4
2024_1088,2024,1,1,4.01,4
2025_446,2025,1,1,3.97,2
2025_154,2025,8,1,2.22,4
2025_769,2025,1,1,0.84,4
2025_103,2025,1,1,1.84,3
2024_150,2024,7,1,2.96,2
2025_980,2025,3,1,3.11,4
2025_320,2025,6,1,1.6,3
2024_1059,2024,2,1,3.31,2
2024_77,2024,8,1,1.42,2
2024_495,2024,8,1,3.64,3
2025_135,2025,12,1,3.41,2
2025_229,2025,4,1,4.66,4
2025_817,2025,1,1,2.16,3
2025_465,2025,7,1,4.64,4
2024_442,2024,5,1,2.37,3
2025_549,2025,5,1,4.61,4
2025_1162,2025,7,1,3.61,2
2024_920,2024,1,1,3.42,3
2024_122,2024,4,1,4.99,3
2025_648,2025,1,1,2.58,2
2025_427,2025,1,1,4.19,2
2025_482,2025,8,1,2.35,4
2025_433,2025,6,1,2.51,3
2025_739,2025,5,1,4.46,3
2024_483,2024,5,1,4.51,4
2024_1103,2024,5,1,2.06,4
2024_690,2024,3,1,4.38,4
2024_876,2024,3,1,1.66,2
2025_195,2025,8,1,4.82,3
2025_258,2025,1,1,4.63,2
2025_1173,2025,9,1,4.42,4
2025_1146,2025,2,1,2.62,4
2025_531,2025,4,1,3.83,3
2025_754,2025,5,1,2.94,3
2025_52,2025,4,1,3.85,3
2025_793,2025,2,1,1.6,2
2024_975,2024,7,1,3.44,4
2025_1151,2025,5,1,3.16,2
2024_41,2024,8,1,3.32,2
2025_3,2025,9,1,4.15,2
2024_470,2024,1,1,2.44,4
2024_767,2024,4,1,3.08,4
2024_1135,2024,10,1,4.18,3
2024_1154,2024,4,1,4.27,3
2024_529,2024,7,1,4.59,4
2024_309,2024,13,1,2.01,3
2025_119,2025,6,1,4.64,4
2025_1101,2025,7,1,2.59,3
2024_352,2024,5,1,2.46,4
2024_98,2024,1,1,4.09,2
2025_286,2025,4,1,2.92,2
2024_353,2024,8,1,5.0,4
2024_384,2024,4,1,3.54,3
2025_0,2025,6,1,2.97,2
2024_101,2024,3,1,2.38,3
2025_926,2025,3,1,3.58,2
2024_1139,2024,5,1,2.31,3
2025_1112,2025,2,1,3.19,4
2024_546,2024,3,1,1.34,4
2024_163,2024,2,1,4.16,3
2025_1195,2025,1,1,4.44,2
2024_1104,2024,1,1,3.24,3
2025_381,2025,4,1,3.47,2
2024_1037,2024,2,1,2.28,4
2025_12,2025,6,1,3.97,2
2024_493,2024,10,1,3.06,4
2024_92,2024,6,1,3.36,4
2025_61,2025,11,1,3.05,4
2025_642,2025,1,1,2.75,2
2024_824,2024,4,1,2.07,3
2024_788,2024,6,1,3.28,3
2025_993,2025,2,1,4.46,3
