student_id,year,completion,satisfaction,self_reported_learning
2024_1008,2024,0,2.67,2.3
2024_353,2024,1,3.59,3.79
2025_33,2025,0,2.8,1.0
2025_941,2025,0,2.99,2.83
2024_807,2024,1,3.74,3.1
2024_419,2024,0,3.37,2.36
2025_964,2025,1,4.95,5.0
2024_203,2024,0,2.83,4.45
2025_241,2025,1,4.62,4.67
2024_1043,2024,1,4.14,5.0
2025_389,2025,0,2.24,1.96
2024_634,2024,0,2.1,2.98
2025_813,2025,1,5.0,4.88
2025_1067,2025,1,3.24,3.96
2024_777,2024,0,3.34,3.58
2025_1108,2025,0,3.7,3.89
2024_885,2024,1,4.35,3.57
2024_842,2024,0,3.11,1.95
2025_692,2025,0,2.99,2.31
2024_761,2024,1,4.26,4.41
2025_186,2025,1,4.46,4.15
2024_272,2024,1,4.62,5.0
2024_1040,2024,0,2.19,2.77
2024_384,2024,0,3.82,4.29
2024_694,2024,1,4.13,4.7
2024_1069,2024,0,1.68,2.68
2024_1143,2024,0,1.6,2.7
2024_402,2024,0,2.99,2.43
2024_1080,2024,1,4.14,4.75
2025_560,2025,1,4.0,4.42
2024_200,2024,1,4.41,3.22
2024_1163,2024,1,5.0,2.76
2025_894,2025,0,2.62,2.97
2025_1079,2025,0,4.48,3.01
2024_988,2024,1,4.29,4.82
2024_1102,2024,0,2.97,3.38
2025_707,2025,0,2.43,2.32
2025_1155,2025,1,5.0,5.0
2025_1058,2025,1,4.09,4.89
2024_1066,2024,1,4.65,5.0
2025_650,2025,1,4.4,4.5
2024_632,2024,0,2.73,2.09
2024_236,2024,0,3.4,3.05
2025_440,2025,1,2.58,3.55
2025_418,2025,0,2.43,2.27
2025_1177,2025,0,4.43,3.55
2024_645,2024,0,3.05,3.38
2025_462,2025,1,4.27,5.0
2024_73,2024,0,1.85,2.18
2024_555,2024,1,3.16,3.6
2025_128,2025,0,4.34,3.48
2024_98,2024,0,3.26,4.3
2025_966,2025,0,2.3,3.41
2025_320,2025,1,4.69,5.0
2025_276,2025,0,3.12,5.0
2024_109,2024,0,2.73,3.7
2025_548,2025,1,3.86,4.08
2024_1128,2024,0,2.17,3.1
2024_81,2024,0,2.8,3.16
2025_58,2025,0,4.01,2.6
2024_175,2024,0,2.32,2.49
2024_309,2024,1,4.29,4.46
2024_848,2024,0,3.8,3.52
2024_412,2024,0,3.21,2.03
2024_625,2024,1,4.61,4.31
2025_122,2025,1,3.71,4.49
2025_15,2025,1,4.6,3.63
2024_16,2024,1,4.73,3.89
2025_313,2025,1,3.57,4.6
2025_323,2025,1,3.71,2.95
2024_1150,2024,0,3.9,2.9
2025_152,2025,1,4.16,4.94
2024_1060,2024,1,4.08,2.99
2024_93,2024,1,3.72,3.41
2024_1169,2024,1,4.67,4.61
2024_19,2024,1,4.45,4.12
2025_137,2025,1,5.0,5.0
2024_1077,2024,1,3.69,1.97
2025_554,2025,0,2.48,1.32
2024_660,2024,1,3.73,4.16
2024_11,2024,0,2.21,3.13
2024_611,2024,1,4.63,4.22
2025_512,2025,1,4.78,3.79
2025_57,2025,0,2.25,3.74
2025_1122,2025,1,4.63,4.94
2024_161,2024,1,4.44,4.16
2024_1184,2024,0,2.23,3.06
2024_990,2024,0,3.14,1.47
2024_1179,2024,0,2.75,3.53
2024_1111,2024,1,4.83,4.52
2025_571,2025,1,4.42,5.0
2024_1141,2024,1,4.55,3.86
2025_634,2025,1,4.07,3.09
2024_655,2024,0,1.92,2.78
2025_803,2025,1,3.28,4.24
2024_573,2024,0,2.49,1.0
2024_140,2024,0,2.47,2.38
2024_262,2024,1,3.42,4.52
2024_347,2024,0,3.09,2.79
2024_529,2024,1,4.33,4.08
2025_1100,2025,1,3.34,3.69
2025_107,2025,1,4.63,3.44
2024_382,2024,1,4.32,4.8
2025_448,2025,1,4.85,5.0
2025_1060,2025,1,4.59,5.0
2024_1132,2024,1,4.31,5.0
2025_1120,2025,1,4.08,4.33
2025_965,2025,1,4.62,4.4
2024_92,2024,1,4.07,4.19
2025_207,2025,1,3.96,2.81
2025_402,2025,1,3.95,5.0
2024_499,2024,0,2.98,4.02
2024_1138,2024,0,3.45,1.93
2024_513,2024,0,2.71,1.0
2024_1104,2024,1,4.19,2.41
2025_777,2025,0,3.96,4.95
2025_415,2025,0,2.38,3.36
2024_230,2024,1,4.74,4.88
2025_80,2025,0,3.41,2.2
2024_341,2024,1,4.85,4.2
2025_76,2025,0,3.15,3.34
2025_65,2025,1,3.59,2.97
2025_589,2025,1,4.1,3.99
2025_1029,2025,1,4.26,3.29
2024_949,2024,1,3.74,5.0
2024_91,2024,0,2.24,2.23
2024_452,2024,1,4.12,4.06
2024_241,2024,1,4.45,3.59
2025_622,2025,0,2.16,2.41
2024_296,2024,0,2.54,2.65
2024_345,2024,0,2.39,2.59
2025_945,2025,1,3.78,2.73
2025_22,2025,0,2.8,3.57
2024_1157,2024,1,3.84,3.43
2025_570,2025,0,3.61,2.81
2024_82,2024,0,3.07,3.44
2024_264,2024,1,4.22,4.74
2025_403,2025,1,4.64,3.89
2025_840,2025,0,3.37,3.12
2024_1101,2024,1,5.0,4.25
2024_113,2024,0,2.73,2.08
2025_315,2025,1,4.14,4.44
2024_105,2024,1,4.95,4.34
2024_997,2024,0,3.65,2.31
2025_599,2025,0,2.91,2.72
2025_768,2025,0,2.37,3.55
2024_531,2024,0,3.27,3.8
2024_527,2024,1,4.59,3.9
2024_961,2024,0,3.93,2.35
2024_882,2024,1,3.94,3.07
2025_214,2025,1,3.87,4.05
2025_470,2025,1,3.18,4.53
2024_0,2024,1,4.82,4.68
2025_604,2025,0,2.53,3.44
2025_477,2025,1,4.98,4.0
2024_1107,2024,1,4.84,4.76
2024_1116,2024,1,5.0,4.55
2025_457,2025,0,2.82,1.7
2024_1113,2024,1,5.0,5.0
2024_545,2024,1,3.99,2.96
2025_237,2025,0,4.23,2.95
2024_822,2024,1,3.54,3.55
2025_909,2025,1,4.01,5.0
2025_381,2025,1,4.13,3.87
2024_515,2024,1,5.0,3.28
2024_960,2024,1,4.32,4.65
2025_1084,2025,1,3.93,4.92
2024_786,2024,0,1.83,2.03
2025_1076,2025,1,4.16,4.71
2025_14,2025,1,5.0,5.0
2025_231,2025,0,1.75,1.32
2025_547,2025,1,3.68,3.85
2025_441,2025,1,3.56,4.02
2024_479,2024,0,1.89,1.9
2025_727,2025,0,3.16,3.03
2025_247,2025,0,2.05,3.25
2025_546,2025,1,5.0,4.71
2024_1140,2024,1,4.33,3.21
2024_744,2024,1,5.0,4.33
2025_156,2025,1,4.93,3.38
2025_154,2025,1,4.09,3.42
2024_84,2024,0,2.44,3.68
2025_255,2025,0,2.36,1.83
2025_1030,2025,0,3.3,2.61
2025_472,2025,0,3.48,4.71
2025_246,2025,0,3.47,3.24
2024_1092,2024,1,3.9,5.0
2024_31,2024,0,2.26,2.09
2025_1064,2025,1,3.56,3.51
2024_97,2024,0,2.34,3.57
2025_298,2025,1,3.35,3.9
2024_247,2024,0,2.81,2.85
2024_218,2024,0,2.55,2.94
2024_1191,2024,0,2.31,1.65
2025_85,2025,0,3.01,3.26
2024_432,2024,0,2.89,4.38
2025_594,2025,0,3.04,2.56
2024_1158,2024,1,4.64,4.09
2025_450,2025,1,5.0,4.09
2025_446,2025,1,5.0,4.15
2024_266,2024,1,4.39,4.7
2025_914,2025,0,1.42,2.37
2025_564,2025,0,2.7,2.15
2025_8,2025,0,2.59,1.82
2024_1013,2024,1,3.89,4.21
2024_532,2024,0,3.35,2.88
2025_763,2025,0,2.19,3.02
2025_211,2025,0,2.73,2.96
2024_868,2024,1,3.64,3.14
2024_271,2024,1,4.2,3.79
2025_1101,2025,1,4.35,5.0
2024_719,2024,1,5.0,5.0
2024_453,2024,1,5.0,5.0
2025_874,2025,0,4.09,3.64
2025_920,2025,1,4.3,4.27
2024_676,2024,1,3.82,4.65
2025_1138,2025,1,3.03,3.98
2025_1156,2025,1,4.15,3.99
2025_691,2025,1,4.45,4.09
2025_169,2025,0,1.7,1.9
2024_548,2024,0,3.15,2.81
2024_894,2024,1,4.16,5.0
2025_221,2025,1,4.77,4.78
2025_89,2025,1,3.98,4.83
2024_1190,2024,1,4.26,3.49
2025_1195,2025,1,5.0,4.45
2024_602,2024,0,2.18,2.52
2025_1154,2025,0,3.88,2.2
2025_525,2025,0,2.5,2.36
2024_922,2024,1,4.26,3.89
2025_831,2025,0,2.2,2.04
2025_1083,2025,1,4.22,3.61
2024_907,2024,1,4.11,3.6
2024_653,2024,0,2.55,2.15
2024_154,2024,1,3.11,2.14
2025_917,2025,0,4.1,3.72
2024_853,2024,0,2.2,1.9
2025_846,2025,0,3.49,4.27
2025_993,2025,1,5.0,5.0
2025_322,2025,1,4.76,3.86
2025_225,2025,0,2.96,3.75
2025_990,2025,0,3.97,3.84
2024_101,2024,1,4.24,4.83
2024_43,2024,0,3.74,2.45
2024_810,2024,0,3.66,4.36
2025_497,2025,0,3.27,4.15
2025_482,2025,1,3.51,4.01
2024_410,2024,0,2.01,2.62
2025_129,2025,1,4.17,4.64
2024_974,2024,0,3.33,3.68
2024_917,2024,0,3.38,3.27
2024_376,2024,0,4.13,3.63
2025_726,2025,1,4.39,4.74
2025_134,2025,0,2.84,2.68
2025_1188,2025,1,2.81,3.61
2025_807,2025,0,4.04,3.77
2025_702,2025,0,2.72,3.59
2025_443,2025,0,1.94,2.1
2025_679,2025,1,3.52,3.41
2025_704,2025,0,3.14,2.55
2025_1106,2025,1,5.0,2.53
2024_1110,2024,0,3.08,3.68
2025_1018,2025,0,2.42,1.91
2025_235,2025,1,3.9,3.72
2024_818,2024,0,3.61,2.57
2025_895,2025,1,3.9,4.12
2024_1087,2024,0,3.08,4.44
2024_1180,2024,1,3.56,3.56
2025_1166,2025,1,2.84,5.0
2025_669,2025,1,4.18,4.73
2025_1027,2025,0,2.36,2.07
2024_606,2024,0,2.4,2.6
2025_762,2025,0,2.14,2.39
2024_40,2024,1,5.0,5.0
2024_450,2024,0,3.4,2.71
2025_204,2025,0,2.75,2.34
2025_1115,2025,1,4.46,3.83
2025_1032,2025,0,2.71,3.48
2025_876,2025,1,3.64,3.94
2024_567,2024,0,3.05,3.4
2025_347,2025,1,3.45,3.01
2024_794,2024,0,2.3,1.4
2024_148,2024,0,3.62,2.79
2024_1057,2024,0,2.23,2.3
2024_88,2024,0,3.5,3.95
2024_1126,2024,1,4.66,2.75
2025_922,2025,0,1.63,1.46
2025_1091,2025,1,3.77,4.46
2025_296,2025,0,2.22,2.79
2025_310,2025,1,4.14,3.01
2025_943,2025,1,4.03,3.44
2024_6,2024,0,3.56,3.81
2024_387,2024,1,3.95,4.85
2024_1044,2024,0,2.87,4.81
2025_270,2025,1,2.92,3.93
2025_802,2025,0,2.95,2.2
2025_1181,2025,0,3.09,1.58
2024_145,2024,1,4.24,4.23
2025_1141,2025,0,2.84,2.77
2024_589,2024,1,3.59,3.27
2025_1189,2025,0,1.92,1.9
2025_213,2025,1,4.26,3.86
2024_711,2024,1,3.86,3.85
2024_936,2024,0,4.14,2.65
2024_8,2024,1,4.2,5.0
2024_240,2024,1,4.05,3.26
2024_908,2024,0,2.26,1.81
2025_419,2025,0,2.28,3.45
2025_643,2025,0,1.86,2.05
2025_1168,2025,0,2.54,3.71
2025_258,2025,1,4.33,3.98
2024_1148,2024,0,2.38,2.75
2025_741,2025,0,3.0,3.26
2024_689,2024,0,2.26,2.25
2025_1110,2025,1,3.41,3.68
2025_1183,2025,1,3.48,3.61
2025_232,2025,1,3.91,4.55
2025_992,2025,1,3.74,4.81
2025_1105,2025,0,2.32,1.0
2025_848,2025,0,3.47,2.72
2025_1061,2025,0,2.99,2.29
2024_916,2024,0,3.28,2.58
2024_884,2024,1,4.67,4.79
2024_540,2024,0,4.41,2.14
2024_286,2024,0,2.25,2.25
2024_1105,2024,0,3.85,2.09
2024_526,2024,1,4.5,4.92
2024_464,2024,0,3.8,3.69
2024_151,2024,1,4.5,3.6
2025_227,2025,0,2.74,3.3
2025_722,2025,1,3.93,2.95
2025_350,2025,1,3.97,4.26
2025_416,2025,0,2.64,2.39
2024_721,2024,0,2.56,2.53
2024_1090,2024,0,2.83,2.18
2025_1088,2025,1,4.53,5.0
2025_442,2025,0,2.98,2.34
2025_862,2025,0,2.47,1.8
2024_307,2024,0,2.24,2.49
2024_1054,2024,0,3.38,2.83
2024_804,2024,0,3.0,3.53
2025_789,2025,1,4.26,4.28
2025_396,2025,0,2.31,2.71
2025_140,2025,1,4.92,5.0
2024_920,2024,1,4.23,4.49
2024_171,2024,1,2.74,3.39
2025_115,2025,0,2.59,2.95
2024_543,2024,0,3.6,4.19
2024_821,2024,0,2.86,2.13
2024_947,2024,1,4.01,4.59
2025_790,2025,0,2.31,4.02
2024_90,2024,0,3.25,3.86
2024_488,2024,0,2.09,1.94
2025_30,2025,1,3.93,2.8
2025_103,2025,1,4.39,4.48
2024_753,2024,0,2.71,1.0
2024_1154,2024,0,1.77,3.08
2024_493,2024,1,4.33,4.48
2025_893,2025,1,4.84,5.0
2025_133,2025,0,2.41,2.33
2024_732,2024,0,3.8,3.0
2025_90,2025,0,3.49,3.3
2024_1125,2024,0,3.1,3.24
2025_1059,2025,0,3.53,2.94
2025_475,2025,0,1.5,2.55
2025_898,2025,0,2.92,4.01
2024_939,2024,0,2.55,3.87
2024_597,2024,1,4.63,4.17
2024_1018,2024,0,3.32,4.25
2024_465,2024,0,3.92,4.09
2024_316,2024,1,4.22,4.99
2025_259,2025,1,3.79,5.0
2024_841,2024,1,4.15,3.53
2025_598,2025,0,2.36,2.08
2025_857,2025,1,3.23,5.0
2024_840,2024,1,4.04,3.52
2025_1063,2025,0,2.78,2.59
2024_131,2024,1,4.01,5.0
2025_1116,2025,1,3.76,3.46
2025_542,2025,0,1.83,2.7
2024_273,2024,1,4.66,5.0
2024_383,2024,0,2.78,3.69
2025_863,2025,1,4.22,4.5
2025_223,2025,0,2.41,3.1
2024_620,2024,0,2.67,1.46
2025_191,2025,0,2.99,2.64
2024_958,2024,0,2.27,4.24
2025_733,2025,0,3.75,2.91
2024_948,2024,0,2.71,2.86
2025_417,2025,0,3.15,2.74
2025_98,2025,0,3.44,2.66
2024_627,2024,1,5.0,5.0
2024_1036,2024,1,3.37,4.05
2024_41,2024,1,4.5,3.85
2025_667,2025,0,3.99,2.55
2024_389,2024,1,3.55,3.93
2024_510,2024,1,3.55,4.54
2024_565,2024,1,3.23,3.56
2024_208,2024,1,5.0,5.0
2025_1140,2025,0,2.77,2.21
2025_56,2025,0,2.55,2.43
2025_188,2025,0,2.64,2.28
2025_947,2025,1,4.48,5.0
2024_1129,2024,0,2.38,4.33
2025_182,2025,1,5.0,5.0
2025_265,2025,0,2.76,2.46
2025_294,2025,1,3.05,4.85
2024_851,2024,0,3.22,3.06
2025_778,2025,1,3.76,4.64
2025_163,2025,1,5.0,5.0
2024_124,2024,0,2.6,3.59
2025_301,2025,0,3.38,3.73
2025_706,2025,1,4.6,5.0
2025_996,2025,0,1.69,2.32
2024_980,2024,0,2.99,2.0
2024_703,2024,0,1.85,2.83
2024_863,2024,1,4.0,3.95
2025_645,2025,0,2.63,2.19
2024_584,2024,1,4.56,5.0
2024_679,2024,0,2.86,3.03
2025_357,2025,1,3.51,4.71
2025_326,2025,1,4.38,2.74
2025_1,2025,0,2.78,2.64
2024_617,2024,1,4.06,4.65
2024_770,2024,1,3.04,3.51
2025_506,2025,1,4.72,4.05
2025_774,2025,1,3.36,3.76
2025_368,2025,1,3.52,4.17
2024_984,2024,0,1.99,2.92
2024_1156,2024,1,4.34,3.57
2024_924,2024,0,2.28,3.2
2025_278,2025,1,4.02,4.34
2025_1034,2025,1,4.17,3.67
2024_116,2024,0,2.58,3.37
2024_799,2024,1,2.26,5.0
2025_890,2025,0,2.88,3.27
2024_773,2024,1,5.0,4.48
2024_426,2024,1,4.01,4.58
2024_297,2024,1,3.23,3.57
2024_798,2024,0,3.46,1.92
2025_1169,2025,0,1.7,2.36
2025_1026,2025,1,5.0,4.95
2025_1080,2025,0,3.41,3.27
2024_1067,2024,0,3.06,2.81
2025_737,2025,0,4.08,3.23
2025_158,2025,0,2.9,3.19
2025_1094,2025,0,2.86,1.78
2024_964,2024,0,3.02,4.21
2025_999,2025,0,2.87,2.37
2024_1006,2024,0,1.84,4.09
2025_171,2025,1,3.45,3.5
2025_760,2025,1,5.0,4.57
2024_285,2024,0,3.49,5.0
2025_534,2025,0,4.16,4.04
2025_811,2025,1,3.84,3.01
2024_525,2024,0,2.68,3.73
2025_170,2025,1,5.0,3.79
2025_273,2025,1,3.1,3.32
2025_1041,2025,1,3.55,4.02
2025_776,2025,1,4.01,2.6
2024_344,2024,0,2.71,4.5
2025_52,2025,0,4.17,4.14
2024_355,2024,1,3.03,4.07
2024_1199,2024,1,5.0,5.0
2025_364,2025,0,2.41,1.42
2025_445,2025,0,3.43,4.17
2024_697,2024,0,2.76,2.69
2024_1075,2024,1,3.3,5.0
2025_517,2025,0,2.11,1.61
2024_898,2024,0,2.59,2.24
2025_1037,2025,0,2.76,1.85
2025_321,2025,0,3.36,4.09
2025_390,2025,1,4.81,4.3
2024_561,2024,1,4.68,4.39
2025_135,2025,1,5.0,4.06
2024_795,2024,0,2.45,2.1
2024_470,2024,1,3.8,3.91
2024_616,2024,0,1.66,1.0
2024_365,2024,1,4.48,3.29
2024_1026,2024,0,3.38,3.48
2024_835,2024,0,2.94,1.0
2024_1053,2024,0,2.6,2.06
2025_1130,2025,1,4.49,5.0
2025_1031,2025,1,3.61,4.02
2025_780,2025,1,4.86,4.89
2024_481,2024,1,5.0,4.58
2025_1151,2025,0,4.55,4.06
2024_65,2024,1,4.09,4.71
2024_944,2024,1,4.52,4.91
2025_253,2025,1,4.51,5.0
2025_427,2025,1,4.37,5.0
2024_26,2024,1,4.24,4.06
2025_34,2025,1,2.68,3.47
2024_975,2024,1,3.69,4.26
2024_587,2024,0,2.61,1.58
2024_125,2024,0,3.35,3.63
2025_120,2025,0,3.0,3.21
2025_1065,2025,1,5.0,3.69
2024_763,2024,0,2.82,2.59
2024_836,2024,0,2.37,2.58
2024_690,2024,0,2.32,2.47
2025_891,2025,0,2.99,3.02
2024_1024,2024,1,3.62,3.29
2024_1173,2024,0,2.29,2.49
2025_957,2025,0,1.58,2.81
2025_1160,2025,0,2.81,3.41
2025_145,2025,1,3.98,2.75
2025_951,2025,1,3.91,3.55
2024_17,2024,1,4.7,4.04
2025_355,2025,1,3.69,3.67
2025_159,2025,1,5.0,5.0
2025_940,2025,0,2.56,2.61
2025_633,2025,0,4.14,4.05
2024_734,2024,0,3.28,2.47
2024_158,2024,0,2.48,2.6
2024_340,2024,0,1.81,1.97
2024_595,2024,1,3.43,4.07
2025_695,2025,1,4.64,4.87
2025_64,2025,0,2.22,3.79
2025_953,2025,0,2.27,3.27
2024_623,2024,1,3.88,4.94
2025_264,2025,1,3.02,2.69
2024_568,2024,1,4.28,4.59
2024_129,2024,0,1.42,1.73
2025_484,2025,1,3.72,4.73
2025_421,2025,0,2.71,2.87
2024_1022,2024,0,3.1,2.15
2025_268,2025,0,3.35,3.33
2025_963,2025,1,5.0,4.18
2024_661,2024,1,4.57,4.06
2024_80,2024,0,4.06,3.46
2025_591,2025,0,2.33,2.69
2025_196,2025,1,3.76,3.67
2025_640,2025,1,3.7,3.89
2025_1197,2025,0,2.03,1.27
2025_865,2025,1,4.64,4.66
2024_315,2024,0,3.19,1.48
2024_991,2024,1,4.58,3.2
2025_592,2025,0,3.31,2.7
2024_223,2024,0,2.33,3.73
2024_1041,2024,1,3.56,4.39
2025_758,2025,1,3.94,4.78
2024_516,2024,0,2.23,1.68
2025_932,2025,0,3.08,3.67
2024_231,2024,0,3.47,3.73
2024_1056,2024,1,3.69,3.98
2024_934,2024,0,2.0,2.7
2025_23,2025,0,2.95,2.69
2024_56,2024,1,4.44,4.59
2025_677,2025,0,2.91,2.79
2025_955,2025,1,5.0,4.49
2024_839,2024,0,1.87,2.53
2025_824,2025,1,3.72,4.42
2024_778,2024,1,4.95,4.6
2025_700,2025,0,3.65,3.4
2025_451,2025,0,2.1,2.43
2025_379,2025,1,4.75,4.73
2025_632,2025,1,4.01,4.44
2025_558,2025,0,3.09,4.32
2025_804,2025,1,4.78,4.74
2025_0,2025,1,4.0,4.77
2024_132,2024,1,3.03,4.54
2025_1192,2025,1,3.87,2.85
2025_413,2025,1,4.65,3.32
2025_1025,2025,0,3.01,2.13
2025_666,2025,0,2.59,2.96
2025_1096,2025,0,3.42,3.11
2025_1142,2025,1,5.0,5.0
2024_122,2024,1,4.37,3.77
2025_817,2025,1,4.8,4.73
2024_614,2024,1,3.96,5.0
2025_348,2025,0,3.1,2.61
2025_494,2025,0,3.13,3.58
2025_642,2025,0,2.47,3.24
2024_1139,2024,1,4.77,3.49
2024_710,2024,0,2.1,2.54
2025_754,2025,1,4.76,4.32
2025_359,2025,0,1.77,2.11
2024_1078,2024,0,2.81,3.73
2024_121,2024,0,3.01,3.5
2024_477,2024,1,3.7,4.28
2025_928,2025,0,3.71,2.3
2024_193,2024,0,2.98,2.62
2025_878,2025,1,3.75,4.97
2025_330,2025,0,3.19,3.45
2025_736,2025,0,2.52,2.85
2024_1012,2024,0,2.94,3.88
2025_190,2025,0,3.25,3.1
2025_78,2025,1,4.08,2.61
2025_250,2025,0,3.55,3.07
2024_539,2024,0,2.35,2.06
2024_269,2024,1,4.33,2.99
2025_593,2025,0,2.4,2.53
2025_1117,2025,0,2.22,2.31
2025_718,2025,0,2.88,3.95
2025_110,2025,0,2.81,3.07
2025_872,2025,0,2.22,3.67
2024_760,2024,0,2.7,3.38
2024_398,2024,1,3.35,3.36
2025_690,2025,0,3.55,3.09
2024_284,2024,0,2.5,1.9
2025_588,2025,0,1.95,2.71
2024_12,2024,0,2.91,3.02
2024_563,2024,1,5.0,3.77
2024_779,2024,1,5.0,3.73
2025_975,2025,1,3.8,3.41
2025_867,2025,1,5.0,4.08
2024_669,2024,0,2.13,1.89
2025_1161,2025,1,3.8,3.28
2024_585,2024,1,4.27,4.31
2025_798,2025,1,4.49,5.0
2025_395,2025,1,3.7,3.18
2024_1194,2024,1,2.95,3.42
2025_911,2025,0,3.47,1.77
2024_474,2024,0,2.79,3.67
2025_119,2025,1,2.77,3.68
2025_861,2025,1,4.75,4.52
2024_800,2024,0,2.68,3.8
2025_662,2025,0,3.21,1.79
2024_553,2024,1,3.12,4.75
2025_626,2025,0,2.7,2.97
2024_165,2024,0,3.47,4.45
2025_363,2025,0,2.62,3.19
2025_46,2025,0,3.3,3.48
2024_742,2024,1,3.76,3.66
2024_119,2024,1,3.35,2.85
2024_937,2024,0,2.72,4.22
2025_146,2025,1,5.0,4.69
2024_179,2024,1,5.0,4.04
2025_1102,2025,0,3.12,3.22
2024_308,2024,1,3.64,3.2
2024_327,2024,0,2.88,2.92
2025_983,2025,0,1.1,2.12
2024_471,2024,1,4.17,4.41
2024_1166,2024,1,3.97,3.63
2025_439,2025,1,5.0,4.5
2024_188,2024,1,4.88,5.0
2025_1039,2025,1,4.35,4.1
2024_260,2024,1,3.72,3.5
2025_884,2025,1,4.05,5.0
2025_929,2025,0,2.91,1.67
2025_373,2025,1,3.82,3.16
2024_449,2024,1,4.16,2.87
2025_742,2025,1,4.62,3.74
2025_1066,2025,0,3.37,3.04
2024_210,2024,0,3.14,3.3
2024_78,2024,1,3.57,4.93
2024_10,2024,1,4.08,1.74
2024_1152,2024,0,2.61,2.77
2024_855,2024,1,4.77,4.34
2025_896,2025,1,3.64,3.25
2025_1187,2025,0,3.21,1.55
2025_734,2025,0,2.49,2.98
2025_71,2025,0,2.21,3.6
2025_709,2025,0,2.48,3.7
2025_55,2025,0,2.89,2.13
2025_793,2025,1,4.76,3.88
2024_522,2024,0,1.73,2.01
2025_35,2025,1,3.13,3.11
2025_502,2025,1,4.53,3.69
2025_694,2025,1,4.54,3.65
2024_805,2024,1,4.38,4.16
2025_816,2025,0,3.05,3.02
2025_505,2025,0,3.34,4.54
2025_761,2025,1,3.95,3.59
2024_359,2024,1,3.38,4.69
2024_790,2024,0,3.72,4.51
2025_747,2025,1,4.25,4.52
2024_870,2024,0,3.46,3.72
2025_676,2025,0,2.38,2.34
2025_540,2025,0,3.64,3.34
2025_136,2025,0,2.22,3.42
2024_765,2024,1,4.02,4.7
2024_77,2024,1,5.0,5.0
2025_566,2025,1,3.71,4.36
2025_697,2025,1,4.63,3.27
2025_708,2025,0,3.28,3.26
2025_492,2025,0,3.34,4.29
2025_938,2025,1,3.7,3.84
2025_5,2025,1,3.82,2.61
2025_66,2025,0,3.57,2.34
2025_637,2025,0,2.2,3.27
2025_907,2025,0,3.23,2.18
2025_83,2025,0,3.75,2.51
2024_99,2024,0,3.02,2.96
2024_787,2024,0,2.71,3.62
2025_189,2025,0,2.94,3.77
2024_675,2024,1,5.0,3.86
2024_828,2024,0,3.23,3.13
2024_70,2024,1,4.66,2.91
2025_314,2025,1,3.87,3.99
2025_518,2025,1,4.66,3.95
2025_41,2025,0,3.37,2.67
2024_633,2024,1,4.96,4.52
2025_249,2025,0,3.35,2.7
2024_654,2024,1,3.72,4.1
2025_420,2025,0,2.29,2.27
2024_933,2024,0,2.82,3.26
2025_833,2025,0,4.47,2.96
2025_74,2025,0,2.76,2.53
2024_58,2024,1,3.2,4.74
2024_1130,2024,1,3.96,2.52
2025_197,2025,0,2.84,3.18
2024_684,2024,0,3.22,1.93
2025_516,2025,0,2.14,2.84
2024_926,2024,0,1.93,3.08
2025_1077,2025,0,3.22,2.39
2025_1112,2025,1,4.46,3.33
2025_222,2025,0,4.27,4.25
2024_192,2024,0,3.12,2.78
2024_457,2024,0,2.53,1.66
2024_989,2024,1,4.79,5.0
2025_1085,2025,1,3.84,3.75
2024_466,2024,1,3.52,3.71
2024_954,2024,0,3.75,3.13
2025_843,2025,1,4.68,3.64
2025_481,2025,0,3.34,3.41
2025_209,2025,1,4.2,4.34
2024_780,2024,0,3.39,3.42
2025_875,2025,0,2.65,1.64
2024_749,2024,0,3.39,3.41
2025_12,2025,1,4.8,4.03
2024_897,2024,1,4.84,4.34
2024_834,2024,0,1.88,2.38
2024_1133,2024,0,2.47,2.21
2025_1001,2025,1,5.0,4.13
2024_480,2024,1,5.0,5.0
2024_603,2024,0,3.22,3.12
2025_267,2025,0,3.0,2.61
2025_244,2025,1,4.64,4.78
2025_1162,2025,1,3.76,3.83
2024_970,2024,0,2.82,3.57
2024_185,2024,1,4.38,3.18
2024_1181,2024,1,4.21,4.51
2025_236,2025,0,3.62,5.0
2024_1059,2024,1,3.19,4.63
2025_193,2025,1,3.73,3.16
2024_232,2024,1,4.97,5.0
2024_441,2024,1,5.0,4.97
2024_320,2024,0,2.22,2.88
2024_495,2024,1,3.42,4.34
2024_456,2024,1,4.29,3.23
2024_718,2024,0,2.6,1.0
2025_385,2025,0,3.82,2.87
2025_286,2025,0,4.09,2.79
2025_821,2025,0,3.62,2.44
2024_79,2024,0,3.67,4.01
2025_371,2025,0,2.71,4.68
2025_653,2025,1,3.7,2.48
2024_626,2024,0,2.34,1.71
2024_1095,2024,1,3.3,3.17
2024_1020,2024,1,3.42,4.79
2025_406,2025,0,2.49,3.61
2025_257,2025,0,2.48,3.07
2024_590,2024,1,3.58,3.82
2024_442,2024,1,4.91,4.47
2024_166,2024,0,3.58,3.02
2024_95,2024,0,3.14,3.52
2024_207,2024,1,3.76,4.45
2024_986,2024,0,3.3,2.61
2025_272,2025,0,3.08,1.0
2025_1097,2025,0,3.29,2.67
2024_386,2024,1,3.7,3.36
2024_886,2024,0,3.12,2.87
2024_329,2024,1,4.54,4.42
2025_192,2025,0,2.39,2.05
2025_530,2025,0,2.88,2.29
2025_809,2025,0,2.08,2.92
