student_id,year,country,gender,education_level,accepted,has_disability,disability_type
2024_560,2024,Germany,male,undergrad,0,0,none
2024_561,2024,Peru,male,undergrad,1,0,none
2024_562,2024,Kenya,male,undergrad,1,1,visual
2024_563,2024,Peru,male,phd,1,0,none
2024_564,2024,India,male,phd,0,0,none
2024_565,2024,UK,non_binary,phd,1,0,none
2024_566,2024,United Kingdom,non_binary,undergrad,1,0,none
2024_567,2024,Brazil,non_binary,masters,1,0,none
2024_568,2024,India,non_binary,undergrad,1,0,none
2024_569,2024,Kenya,male,undergrad,1,0,none
2024_570,2024,Brazil,non_binary,masters,1,0,none
2024_571,2024,Kenya,female,phd,1,1,motor
2024_572,2024,Germany,male,masters,0,0,none
2024_573,2024,Brazil,female,phd,1,1,multiple
2024_574,2024,Brazil,non_binary,phd,1,0,none
2024_575,2024,Brazil,non_binary,undergrad,1,1,cognitive
2024_576,2024,Brazil,non_binary,phd,1,0,none
2024_577,2024,United States,male,undergrad,1,0,none
2024_578,2024,Brazil,non_binary,phd,0,1,cognitive
2024_579,2024,Kenya,non_binary,phd,0,1,prefer_not_to_say
2024_580,2024,Kenya,female,phd,1,0,none
2024_581,2024,Peru,male,masters,1,0,none
2024_582,2024,Peru,male,masters,0,0,none
2024_583,2024,India,male,phd,0,1,prefer_not_to_say
2024_584,2024,Germany,male,undergrad,1,0,none
2024_585,2024,Kenya,male,phd,1,0,none
2024_586,2024,United Kingdom,male,masters,0,0,none
2024_587,2024,Peru,non_binary,masters,1,0,none
2024_588,2024,Peru,male,undergrad,1,0,none
2024_589,2024,Brazil,female,undergrad,1,0,none
2024_590,2024,Peru,female,masters,1,1,visual
2024_591,2024,UK,non_binary,phd,1,0,none
2024_592,2024,Peru,non_binary,phd,0,1,cognitive
2024_593,2024,UK,male,masters,1,0,none
2024_594,2024,Kenya,non_binary,undergrad,1,0,none
2024_595,2024,UK,female,masters,1,0,none
2024_596,2024,Germany,female,masters,1,0,none
2024_597,2024,Kenya,non_binary,masters,1,0,none
2024_598,2024,Brazil,female,phd,0,0,none
2024_599,2024,India,non_binary,phd,0,1,cognitive
2024_600,2024,US,male,masters,1,0,none
2024_601,2024,US,male,masters,0,0,none
2024_602,2024,Kenya,non_binary,undergrad,1,0,none
2024_603,2024,Brazil,female,phd,1,0,none
2024_604,2024,Peru,non_binary,undergrad,0,0,none
2024_605,2024,Kenya,male,phd,1,0,none
2024_606,2024,United Kingdom,male,phd,1,0,none
2024_607,2024,Germany,non_binary,undergrad,1,1,multiple
2024_608,2024,United States,non_binary,undergrad,0,1,multiple
2024_609,2024,UK,male,phd,1,0,none
2024_610,2024,Peru,non_binary,undergrad,0,0,none
2024_611,2024,India,male,undergrad,1,1,visual
2024_612,2024,USA,non_binary,masters,1,0,none
2024_613,2024,Kenya,non_binary,undergrad,0,0,none
2024_614,2024,United Kingdom,non_binary,masters,1,0,none
2024_615,2024,Peru,female,undergrad,1,0,none
2024_616,2024,Brazil,male,masters,1,0,none
2024_617,2024,UK,female,undergrad,1,0,none
2024_618,2024,Peru,male,masters,1,0,none
2024_619,2024,UK,female,undergrad,1,0,none
2024_620,2024,Germany,female,masters,1,1,multiple
2024_621,2024,UK,female,phd,1,0,none
2024_622,2024,UK,female,undergrad,0,0,none
2024_623,2024,Kenya,male,undergrad,1,0,none
2024_624,2024,USA,non_binary,undergrad,1,0,none
2024_625,2024,UK,non_binary,undergrad,1,1,prefer_not_to_say
2024_626,2024,Kenya,female,phd,1,0,none
2024_627,2024,USA,female,undergrad,1,0,none
2024_628,2024,India,female,undergrad,0,0,none
2024_629,2024,Germany,female,phd,1,0,none
2024_630,2024,USA,female,phd,0,0,none
2024_631,2024,India,non_binary,undergrad,0,0,none
2024_632,2024,Germany,non_binary,phd,1,1,prefer_not_to_say
2024_633,2024,USA,female,masters,1,0,none
2024_634,2024,USA,female,undergrad,1,1,cognitive
2024_635,2024,USA,female,undergrad,1,0,none
2024_636,2024,UK,female,undergrad,1,0,none
2024_637,2024,Peru,female,masters,1,0,none
2024_638,2024,Kenya,non_binary,masters,1,0,none
2024_639,2024,Germany,male,phd,1,1,motor
2024_640,2024,Brazil,non_binary,phd,0,0,none
2024_641,2024,Germany,non_binary,phd,1,1,multiple
2024_642,2024,Brazil,female,phd,0,0,none
2024_643,2024,India,female,masters,0,0,none
2024_644,2024,Brazil,male,phd,1,1,visual
2024_645,2024,India,non_binary,undergrad,1,1,multiple
2024_646,2024,Germany,non_binary,masters,1,1,visual
2024_647,2024,Brazil,female,masters,1,0,none
2024_648,2024,Kenya,female,undergrad,1,0,none
2024_649,2024,UK,female,masters,1,0,none
2024_650,2024,Peru,male,phd,0,1,hearing
2024_651,2024,Kenya,male,masters,1,0,none
2024_652,2024,UK,non_binary,undergrad,0,0,none
2024_653,2024,USA,male,masters,1,1,visual
2024_654,2024,Brazil,male,masters,1,1,multiple
2024_655,2024,Kenya,non_binary,masters,1,0,none
2024_656,2024,India,female,undergrad,1,0,none
2024_657,2024,Brazil,male,undergrad,0,0,none
2024_658,2024,India,male,undergrad,1,0,none
2024_659,2024,Brazil,male,phd,1,0,none
2024_660,2024,Kenya,non_binary,phd,1,1,hearing
2024_661,2024,Kenya,male,masters,1,1,motor
2024_662,2024,UK,male,undergrad,0,0,none
2024_663,2024,United Kingdom,female,undergrad,1,0,none
2024_664,2024,Brazil,non_binary,phd,1,0,none
2024_665,2024,Kenya,female,undergrad,1,1,hearing
2024_666,2024,Brazil,male,phd,0,0,none
2024_667,2024,Kenya,male,phd,0,0,none
2024_668,2024,USA,female,masters,0,1,visual
2024_669,2024,UK,male,undergrad,1,1,prefer_not_to_say
2024_670,2024,Peru,non_binary,masters,1,1,cognitive
2024_671,2024,USA,non_binary,masters,1,0,none
2024_672,2024,USA,non_binary,masters,0,0,none
2024_673,2024,UK,non_binary,masters,1,0,none
2024_674,2024,USA,non_binary,phd,1,0,none
2024_675,2024,India,non_binary,masters,1,0,none
2024_676,2024,India,female,undergrad,1,1,multiple
2024_677,2024,UK,male,undergrad,0,1,multiple
2024_678,2024,United States,male,phd,1,0,none
2024_679,2024,UK,male,phd,1,0,none
2024_680,2024,Peru,male,undergrad,0,0,none
2024_681,2024,USA,female,undergrad,1,0,none
2024_682,2024,Germany,non_binary,undergrad,1,0,none
2024_683,2024,Brazil,female,undergrad,0,0,none
2024_684,2024,Peru,female,undergrad,1,1,hearing
2024_685,2024,Germany,non_binary,undergrad,1,0,none
2024_686,2024,USA,male,undergrad,1,0,none
2024_687,2024,Kenya,female,phd,1,0,none
2024_688,2024,Brazil,non_binary,phd,1,0,none
2024_689,2024,USA,non_binary,masters,1,1,hearing
2024_690,2024,UK,female,undergrad,1,0,none
2024_691,2024,Brasil,male,masters,1,0,none
2024_692,2024,Peru,male,masters,0,0,none
2024_693,2024,India,male,phd,1,0,none
2024_694,2024,Peru,non_binary,phd,1,0,none
2024_695,2024,Peru,non_binary,phd,0,0,none
2024_696,2024,Peru,male,undergrad,1,1,visual
2024_697,2024,USA,female,masters,1,1,multiple
2024_698,2024,Peru,female,undergrad,1,0,none
2024_699,2024,India,female,undergrad,0,0,none
2024_700,2024,UK,female,masters,1,0,none
2024_701,2024,Germany,female,masters,1,0,none
2024_702,2024,United Kingdom,non_binary,masters,0,0,none
2024_703,2024,Germany,non_binary,phd,1,0,none
2024_704,2024,India,female,phd,1,0,none
2024_705,2024,USA,female,undergrad,1,0,none
2024_706,2024,India,male,undergrad,0,0,none
2024_707,2024,Kenya,non_binary,phd,1,0,none
2024_708,2024,Brazil,female,masters,1,1,cognitive
2024_709,2024,USA,non_binary,undergrad,1,0,none
2024_710,2024,India,male,undergrad,1,1,cognitive
2024_711,2024,Peru,female,undergrad,1,0,none
2024_712,2024,India,non_binary,phd,0,0,none
2024_713,2024,UK,male,phd,1,1,hearing
2024_714,2024,Germany,male,phd,1,0,none
2024_715,2024,Germany,male,phd,0,0,none
2024_716,2024,Germany,non_binary,phd,1,1,motor
2024_717,2024,Brazil,non_binary,undergrad,1,0,none
2024_718,2024,USA,female,masters,1,0,none
2024_719,2024,Peru,non_binary,phd,1,1,hearing
2024_720,2024,Peru,non_binary,masters,1,0,none
2024_721,2024,Brazil,non_binary,masters,1,0,none
2024_722,2024,Peru,non_binary,undergrad,1,1,cognitive
2024_723,2024,USA,male,masters,1,1,motor
2024_724,2024,Kenya,female,phd,1,0,none
2024_725,2024,Germany,female,phd,1,1,hearing
2024_726,2024,India,non_binary,masters,1,0,none
2024_727,2024,Kenya,female,phd,0,0,none
2024_728,2024,Germany,non_binary,undergrad,1,0,none
2024_729,2024,India,male,undergrad,1,0,none
2024_730,2024,Kenya,male,undergrad,0,0,none
2024_731,2024,UK,non_binary,phd,0,0,none
2024_732,2024,Germany,non_binary,masters,1,0,none
2024_733,2024,United Kingdom,male,undergrad,1,0,none
2024_734,2024,Kenya,female,masters,1,1,cognitive
2024_735,2024,USA,male,undergrad,0,0,none
2024_736,2024,United Kingdom,female,undergrad,1,1,hearing
2024_737,2024,UK,female,undergrad,0,1,hearing
2024_738,2024,UK,male,masters,1,0,none
2024_739,2024,Kenya,male,phd,0,0,none
2024_740,2024,Peru,female,masters,0,0,none
2024_741,2024,USA,female,phd,0,0,none
2024_742,2024,Germany,non_binary,masters,1,0,none
2024_743,2024,Peru,non_binary,phd,0,0,none
2024_744,2024,Peru,non_binary,masters,1,0,none
2024_745,2024,Kenya,male,phd,1,0,none
2024_746,2024,Brazil,non_binary,masters,0,1,motor
2024_747,2024,Brazil,male,masters,0,0,none
2024_748,2024,USA,male,undergrad,1,1,multiple
2024_749,2024,USA,male,masters,1,1,prefer_not_to_say
2024_750,2024,USA,male,undergrad,1,0,none
2024_751,2024,Brazil,non_binary,undergrad,1,1,motor
2024_752,2024,Germany,male,masters,1,0,none
2024_753,2024,USA,female,undergrad,1,0,none
2024_754,2024,USA,male,phd,1,0,none
2024_755,2024,UK,male,masters,1,0,none
2024_756,2024,Brazil,female,masters,1,1,hearing
2024_757,2024,Germany,non_binary,undergrad,1,0,none
2024_758,2024,Kenya,male,masters,1,0,none
2024_759,2024,Brasil,non_binary,phd,0,1,prefer_not_to_say
2024_760,2024,Brazil,non_binary,phd,1,0,none
2024_761,2024,Brazil,female,masters,1,0,none
2024_762,2024,UK,male,phd,0,0,none
2024_763,2024,USA,male,undergrad,1,0,none
2024_764,2024,Germany,male,phd,1,0,none
2024_765,2024,Kenya,non_binary,phd,1,0,none
2024_766,2024,Peru,male,masters,1,0,none
2024_767,2024,Brazil,female,masters,1,1,visual
2024_768,2024,India,female,undergrad,1,0,none
2024_769,2024,Brasil,male,phd,1,0,none
2024_770,2024,India,non_binary,phd,1,1,motor
2024_771,2024,India,non_binary,masters,1,0,none
2024_772,2024,USA,female,undergrad,0,1,multiple
2024_773,2024,Peru,male,undergrad,1,1,cognitive
2024_774,2024,Kenya,female,masters,0,1,hearing
2024_775,2024,Peru,female,phd,1,0,none
2024_776,2024,UK,female,undergrad,1,1,hearing
2024_777,2024,USA,female,masters,1,0,none
2024_778,2024,UK,female,masters,1,1,cognitive
2024_779,2024,Peru,non_binary,phd,1,0,none
2024_780,2024,Peru,female,masters,1,1,prefer_not_to_say
2024_781,2024,Kenya,female,phd,1,1,hearing
2024_782,2024,UK,male,masters,0,0,none
2024_783,2024,United Kingdom,male,undergrad,0,0,none
2024_784,2024,Brazil,female,phd,0,0,none
2024_785,2024,Kenya,non_binary,masters,0,0,none
2024_786,2024,India,male,phd,1,1,visual
2024_787,2024,Brazil,male,undergrad,1,0,none
2024_788,2024,Germany,male,undergrad,1,0,none
2024_789,2024,India,male,phd,1,0,none
2024_790,2024,UK,female,masters,1,0,none
2024_791,2024,Brazil,male,masters,1,0,none
2024_792,2024,Germany,female,undergrad,1,1,hearing
2024_793,2024,Kenya,female,phd,1,1,multiple
2024_794,2024,UK,male,phd,1,0,none
2024_795,2024,US,non_binary,undergrad,1,0,none
2024_796,2024,UK,female,masters,1,0,none
2024_797,2024,Peru,female,masters,0,0,none
2024_798,2024,United Kingdom,non_binary,masters,1,1,visual
2024_799,2024,Germany,female,masters,1,1,cognitive
2024_800,2024,USA,female,masters,1,0,none
2024_801,2024,Brasil,male,masters,0,0,none
2024_802,2024,Germany,non_binary,masters,1,0,none
2024_803,2024,Kenya,non_binary,phd,1,0,none
2024_804,2024,UK,non_binary,undergrad,1,0,none
2024_805,2024,India,male,phd,1,0,none
2024_806,2024,UK,female,masters,1,0,none
2024_807,2024,UK,male,masters,1,0,none
2024_808,2024,Brazil,non_binary,masters,0,0,none
2024_809,2024,Peru,female,phd,0,0,none
2024_810,2024,Peru,male,phd,1,1,prefer_not_to_say
2024_811,2024,Kenya,female,masters,0,0,none
2024_812,2024,Kenya,male,undergrad,0,0,none
2024_813,2024,India,female,phd,1,1,cognitive
2024_814,2024,Peru,female,phd,1,0,none
2024_815,2024,Peru,male,masters,1,0,none
2024_816,2024,Brasil,female,phd,0,0,none
2024_817,2024,UK,non_binary,masters,0,0,none
2024_818,2024,Peru,male,undergrad,1,0,none
2024_819,2024,USA,non_binary,phd,1,0,none
2024_820,2024,USA,female,phd,1,1,motor
2024_821,2024,USA,female,phd,1,0,none
2024_822,2024,India,non_binary,phd,1,0,none
2024_823,2024,Peru,male,undergrad,1,1,visual
2024_824,2024,Brazil,female,masters,1,0,none
2024_825,2024,UK,male,phd,0,0,none
2024_826,2024,Germany,male,masters,1,0,none
2024_827,2024,Peru,female,masters,1,0,none
2024_828,2024,UK,male,masters,1,0,none
2024_829,2024,Brazil,male,phd,1,1,visual
2024_830,2024,Peru,male,phd,0,1,visual
2024_831,2024,India,non_binary,phd,0,0,none
2024_832,2024,UK,male,undergrad,0,0,none
2024_833,2024,USA,male,masters,0,0,none
2024_834,2024,UK,non_binary,masters,1,1,multiple
2024_835,2024,Kenya,male,undergrad,1,0,none
2024_836,2024,Peru,female,phd,1,0,none
2024_837,2024,India,male,masters,1,1,prefer_not_to_say
2024_838,2024,Kenya,female,undergrad,0,0,none
2024_839,2024,Brazil,male,masters,1,0,none
2024_840,2024,Germany,female,undergrad,1,0,none
2024_841,2024,United Kingdom,non_binary,phd,1,1,cognitive
2024_842,2024,UK,male,masters,1,0,none
2024_843,2024,Brasil,male,phd,1,0,none
2024_844,2024,Brazil,non_binary,undergrad,0,0,none
2024_845,2024,Kenya,male,phd,1,0,none
2024_846,2024,Peru,male,undergrad,1,0,none
2024_847,2024,USA,non_binary,phd,0,0,none
2024_848,2024,India,non_binary,phd,1,0,none
2024_849,2024,Peru,non_binary,masters,0,0,none
2024_850,2024,Kenya,non_binary,masters,0,0,none
2024_851,2024,India,male,masters,1,0,none
2024_852,2024,UK,non_binary,masters,0,0,none
2024_853,2024,Brazil,female,masters,1,0,none
2024_854,2024,Germany,female,masters,0,0,none
2024_855,2024,Germany,non_binary,phd,1,0,none
2024_856,2024,India,non_binary,masters,0,0,none
2024_857,2024,USA,female,phd,1,0,none
2024_858,2024,India,non_binary,undergrad,0,1,hearing
2024_859,2024,Kenya,female,phd,1,0,none
2024_860,2024,Germany,non_binary,phd,0,1,cognitive
2024_861,2024,Peru,male,masters,0,0,none
2024_862,2024,USA,female,undergrad,1,0,none
2024_863,2024,Peru,male,phd,1,0,none
2024_864,2024,UK,male,undergrad,1,0,none
2024_865,2024,Brazil,non_binary,phd,1,0,none
2024_866,2024,Germany,non_binary,masters,1,1,cognitive
2024_867,2024,India,female,undergrad,1,0,none
2024_868,2024,Brazil,male,masters,1,0,none
2024_869,2024,Brazil,male,undergrad,0,0,none
2024_870,2024,USA,non_binary,masters,1,0,none
2024_871,2024,United Kingdom,non_binary,phd,1,0,none
2024_872,2024,Germany,female,masters,0,0,none
2024_873,2024,Kenya,non_binary,masters,0,1,multiple
2024_874,2024,Germany,male,phd,0,0,none
2024_875,2024,USA,non_binary,masters,1,1,prefer_not_to_say
2024_876,2024,United States,male,masters,1,1,hearing
2024_877,2024,India,male,undergrad,1,0,none
2024_878,2024,Kenya,female,phd,0,0,none
2024_879,2024,Kenya,non_binary,masters,1,0,none
2024_880,2024,UK,non_binary,masters,1,1,visual
2024_881,2024,UK,female,phd,1,0,none
2024_882,2024,Peru,non_binary,masters,1,0,none
2024_883,2024,Peru,female,undergrad,0,0,none
2024_884,2024,UK,non_binary,phd,1,0,none
2024_885,2024,Brazil,non_binary,masters,1,0,none
2024_886,2024,Kenya,male,undergrad,1,1,hearing
2024_887,2024,Brazil,male,masters,1,1,multiple
2024_888,2024,UK,non_binary,masters,0,0,none
2024_889,2024,Kenya,female,phd,0,0,none
2024_890,2024,UK,male,phd,0,0,none
2024_891,2024,Germany,non_binary,phd,1,1,cognitive
2024_892,2024,Brasil,female,masters,0,0,none
2024_893,2024,UK,non_binary,masters,0,1,visual
2024_894,2024,Peru,female,undergrad,1,1,hearing
2024_895,2024,UK,female,masters,0,0,none
2024_896,2024,USA,female,phd,1,0,none
2024_897,2024,Brazil,non_binary,undergrad,1,1,hearing
2024_898,2024,Peru,female,phd,1,0,none
2024_899,2024,UK,non_binary,masters,0,0,none
2024_900,2024,UK,female,undergrad,1,0,none
2024_901,2024,India,non_binary,undergrad,0,0,none
2024_902,2024,UK,female,undergrad,1,0,none
2024_903,2024,India,female,masters,0,0,none
2024_904,2024,UK,male,masters,0,0,none
2024_905,2024,India,non_binary,phd,0,0,none
2024_906,2024,Kenya,non_binary,phd,0,1,hearing
2024_907,2024,India,male,masters,1,0,none
2024_908,2024,United States,male,phd,1,0,none
2024_909,2024,Germany,non_binary,phd,0,0,none
2024_910,2024,Germany,male,phd,0,0,none
2024_911,2024,Brazil,non_binary,phd,0,0,none
2024_912,2024,United Kingdom,male,masters,0,0,none
2024_913,2024,USA,male,undergrad,0,0,none
2024_914,2024,Peru,male,phd,1,0,none
2024_915,2024,Peru,female,phd,0,0,none
2024_916,2024,Kenya,male,phd,1,0,none
2024_917,2024,Germany,non_binary,undergrad,1,0,none
2024_918,2024,Brazil,male,undergrad,0,1,hearing
2024_919,2024,Peru,female,undergrad,1,0,none
2024_920,2024,Brazil,male,phd,1,0,none
2024_921,2024,Peru,non_binary,undergrad,0,0,none
2024_922,2024,Peru,non_binary,phd,1,0,none
2024_923,2024,Germany,female,masters,0,0,none
2024_924,2024,Brazil,female,undergrad,1,0,none
2024_925,2024,United States,non_binary,masters,1,0,none
2024_926,2024,USA,non_binary,phd,1,0,none
2024_927,2024,Brazil,female,masters,1,1,visual
2024_928,2024,Peru,non_binary,undergrad,1,0,none
2024_929,2024,Brazil,non_binary,masters,1,0,none
2024_930,2024,USA,male,phd,0,0,none
2024_931,2024,India,female,phd,0,1,visual
2024_932,2024,Brazil,non_binary,phd,1,1,prefer_not_to_say
2024_933,2024,India,male,masters,1,0,none
2024_934,2024,Peru,male,undergrad,1,0,none
2024_935,2024,USA,male,masters,0,1,multiple
2024_936,2024,Kenya,female,undergrad,1,0,none
2024_937,2024,USA,female,undergrad,1,0,none
2024_938,2024,Germany,female,undergrad,1,0,none
2024_939,2024,Germany,non_binary,masters,1,1,hearing
2024_940,2024,Peru,non_binary,masters,1,0,none
2024_941,2024,Kenya,non_binary,undergrad,1,1,multiple
2024_942,2024,Kenya,female,masters,0,0,none
2024_943,2024,Peru,female,masters,1,0,none
2024_944,2024,Germany,male,masters,1,0,none
2024_945,2024,Germany,male,undergrad,1,0,none
2024_946,2024,Peru,non_binary,phd,0,0,none
2024_947,2024,Brazil,male,phd,1,0,none
2024_948,2024,Peru,male,undergrad,1,0,none
2024_949,2024,Peru,non_binary,undergrad,1,0,none
2024_950,2024,India,male,undergrad,1,1,cognitive
2024_951,2024,Brazil,non_binary,undergrad,0,0,none
2024_952,2024,Germany,non_binary,masters,0,0,none
2024_953,2024,Kenya,non_binary,phd,1,0,none
2024_954,2024,UK,female,masters,1,0,none
2024_955,2024,USA,male,phd,0,0,none
2024_956,2024,Peru,non_binary,undergrad,0,1,hearing
2024_957,2024,Germany,female,phd,1,0,none
2024_958,2024,UK,female,undergrad,1,0,none
2024_959,2024,Brazil,non_binary,undergrad,1,0,none
2024_960,2024,Kenya,male,phd,1,0,none
2024_961,2024,Peru,non_binary,undergrad,1,0,none
2024_962,2024,USA,non_binary,undergrad,1,0,none
2024_963,2024,Germany,female,masters,0,0,none
2024_964,2024,Brazil,male,phd,1,0,none
2024_965,2024,UK,female,phd,1,1,prefer_not_to_say
2024_966,2024,Peru,female,phd,0,1,hearing
2024_967,2024,Germany,female,undergrad,1,0,none
2024_968,2024,Brasil,non_binary,phd,1,1,cognitive
2024_969,2024,USA,female,masters,1,0,none
2024_970,2024,Kenya,female,undergrad,1,1,multiple
2024_971,2024,USA,female,undergrad,1,0,none
2024_972,2024,USA,female,phd,1,0,none
2024_973,2024,Kenya,non_binary,masters,1,0,none
2024_974,2024,India,male,masters,1,1,multiple
2024_975,2024,Peru,female,phd,1,0,none
2024_976,2024,Peru,female,undergrad,1,1,prefer_not_to_say
2024_977,2024,USA,female,phd,1,0,none
2024_978,2024,Germany,female,masters,1,0,none
2024_979,2024,UK,female,undergrad,0,0,none
2024_980,2024,UK,female,masters,1,0,none
2024_981,2024,Germany,male,masters,0,0,none
2024_982,2024,Peru,female,undergrad,0,0,none
2024_983,2024,Kenya,non_binary,undergrad,0,0,none
2024_984,2024,Germany,non_binary,phd,1,0,none
2024_985,2024,India,male,phd,0,1,cognitive
2024_986,2024,Germany,male,undergrad,1,0,none
2024_987,2024,UK,female,masters,1,0,none
2024_988,2024,Germany,female,masters,1,1,visual
2024_989,2024,Kenya,male,phd,1,0,none
2024_990,2024,Kenya,female,masters,1,1,prefer_not_to_say
2024_991,2024,Brazil,non_binary,masters,1,1,hearing
2024_992,2024,US,female,masters,0,0,none
2024_993,2024,Kenya,non_binary,undergrad,0,1,prefer_not_to_say
2024_994,2024,UK,non_binary,undergrad,0,0,none
2024_995,2024,UK,female,undergrad,1,0,none
2024_996,2024,UK,non_binary,masters,0,1,hearing
2024_997,2024,Peru,female,phd,1,0,none
2024_998,2024,United States,non_binary,masters,0,1,visual
2024_999,2024,Brazil,male,masters,0,0,none
2024_1000,2024,UK,male,phd,0,0,none
2024_1001,2024,UK,non_binary,phd,0,0,none
2024_1002,2024,Kenya,non_binary,phd,0,0,none
2024_1003,2024,Kenya,male,phd,1,0,none
2024_1004,2024,India,non_binary,phd,0,0,none
2024_1005,2024,UK,non_binary,undergrad,1,0,none
2024_1006,2024,USA,non_binary,masters,1,1,multiple
2024_1007,2024,USA,male,masters,1,1,cognitive
2024_1008,2024,US,male,undergrad,1,1,motor
2024_1009,2024,Peru,male,undergrad,0,1,visual
2024_1010,2024,Kenya,non_binary,undergrad,0,0,none
2024_1011,2024,Peru,female,phd,0,0,none
2024_1012,2024,Brazil,non_binary,undergrad,1,0,none
2024_1013,2024,United States,female,phd,1,0,none
2024_1014,2024,UK,male,undergrad,0,0,none
2024_1015,2024,UK,female,phd,0,0,none
2024_1016,2024,Germany,non_binary,undergrad,0,0,none
2024_1017,2024,Brazil,non_binary,undergrad,1,0,none
2024_1018,2024,Kenya,male,undergrad,1,1,multiple
2024_1019,2024,United Kingdom,non_binary,masters,1,1,prefer_not_to_say
2024_1020,2024,Germany,non_binary,undergrad,1,0,none
2024_1021,2024,Kenya,female,undergrad,1,1,hearing
2024_1022,2024,UK,female,undergrad,1,1,cognitive
2024_1023,2024,Peru,non_binary,undergrad,0,0,none
2024_1024,2024,UK,female,undergrad,1,0,none
2024_1025,2024,UK,non_binary,phd,1,0,none
2024_1026,2024,Kenya,non_binary,masters,1,0,none
2024_1027,2024,United States,male,masters,0,0,none
2024_1028,2024,Brazil,female,phd,0,1,hearing
2024_1029,2024,Kenya,male,phd,0,0,none
2024_1030,2024,Kenya,male,undergrad,0,0,none
2024_1031,2024,Kenya,male,undergrad,0,0,none
2024_1032,2024,USA,male,undergrad,1,0,none
2024_1033,2024,Peru,female,phd,0,0,none
2024_1034,2024,Brazil,male,undergrad,0,0,none
2024_1035,2024,United States,male,masters,1,0,none
2024_1036,2024,India,male,phd,1,1,cognitive
2024_1037,2024,Peru,non_binary,undergrad,1,0,none
2024_1038,2024,India,non_binary,masters,1,0,none
2024_1039,2024,Peru,male,masters,0,0,none
2024_1040,2024,Brasil,female,masters,1,1,hearing
2024_1041,2024,Germany,male,undergrad,1,0,none
2024_1042,2024,USA,female,undergrad,0,0,none
2024_1043,2024,Germany,male,phd,1,0,none
2024_1044,2024,UK,male,masters,1,1,hearing
2024_1045,2024,USA,non_binary,masters,0,0,none
2024_1046,2024,Brazil,male,masters,1,0,none
2024_1047,2024,Germany,male,masters,1,0,none
2024_1048,2024,UK,non_binary,phd,1,0,none
2024_1049,2024,UK,female,phd,1,0,none
2024_1050,2024,UK,non_binary,undergrad,0,0,none
2024_1051,2024,India,non_binary,masters,1,1,multiple
2024_1052,2024,Brazil,female,undergrad,0,0,none
2024_1053,2024,Brazil,female,undergrad,1,0,none
2024_1054,2024,UK,female,undergrad,1,1,visual
2024_1055,2024,Peru,non_binary,undergrad,0,0,none
2024_1056,2024,Brazil,non_binary,masters,1,0,none
2024_1057,2024,UK,female,undergrad,1,1,cognitive
2024_1058,2024,Peru,male,masters,1,0,none
2024_1059,2024,Brazil,non_binary,masters,1,0,none
2024_1060,2024,Peru,male,masters,1,1,hearing
2024_1061,2024,Peru,non_binary,masters,1,0,none
2024_1062,2024,Peru,non_binary,phd,0,1,motor
2024_1063,2024,United Kingdom,female,phd,1,0,none
2024_1064,2024,UK,non_binary,masters,0,0,none
2024_1065,2024,Brazil,male,undergrad,0,0,none
2024_1066,2024,USA,male,phd,1,0,none
2024_1067,2024,Brazil,female,phd,1,1,prefer_not_to_say
2024_1068,2024,Kenya,male,phd,0,0,none
2024_1069,2024,Germany,non_binary,masters,1,0,none
2024_1070,2024,United Kingdom,non_binary,phd,1,1,cognitive
2024_1071,2024,UK,non_binary,undergrad,0,0,none
2024_1072,2024,Kenya,female,undergrad,0,1,visual
2024_1073,2024,UK,male,undergrad,1,0,none
2024_1074,2024,Kenya,non_binary,phd,0,0,none
2024_1075,2024,Peru,non_binary,masters,1,0,none
2024_1076,2024,USA,male,undergrad,1,0,none
2024_1077,2024,Kenya,female,masters,1,1,hearing
2024_1078,2024,India,non_binary,masters,1,0,none
2024_1079,2024,Peru,female,undergrad,1,0,none
2024_1080,2024,Germany,non_binary,undergrad,1,0,none
2024_1081,2024,India,male,masters,0,0,none
2024_1082,2024,Peru,female,masters,0,1,cognitive
2024_1083,2024,Peru,male,masters,1,0,none
2024_1084,2024,US,male,masters,0,0,none
2024_1085,2024,USA,male,phd,0,0,none
2024_1086,2024,India,non_binary,masters,0,1,prefer_not_to_say
2024_1087,2024,Kenya,female,masters,1,0,none
2024_1088,2024,UK,male,phd,1,0,none
2024_1089,2024,Peru,female,masters,1,0,none
2024_1090,2024,India,female,phd,1,1,prefer_not_to_say
2024_1091,2024,USA,male,masters,0,0,none
2024_1092,2024,Peru,male,phd,1,0,none
2024_1093,2024,Brasil,non_binary,masters,1,1,multiple
2024_1094,2024,USA,non_binary,phd,0,1,multiple
2024_1095,2024,UK,female,masters,1,0,none
2024_1096,2024,Peru,male,phd,1,1,prefer_not_to_say
2024_1097,2024,UK,female,phd,1,0,none
2024_1098,2024,United Kingdom,female,masters,1,0,none
2024_1099,2024,United States,female,undergrad,0,0,none
2024_1100,2024,Peru,male,undergrad,1,1,motor
2024_1101,2024,Kenya,non_binary,undergrad,1,0,none
2024_1102,2024,Germany,male,masters,1,0,none
2024_1103,2024,Brazil,male,phd,1,0,none
2024_1104,2024,Kenya,female,masters,1,1,motor
2024_1105,2024,India,female,masters,1,0,none
2024_1106,2024,Peru,female,undergrad,1,0,none
2024_1107,2024,Kenya,female,masters,1,0,none
