student_id,year,day,attendance,engagement_score,difficulty,country,gender,education_level,accepted,has_disability,disability_type,completion,satisfaction,self_reported_learning,final_survey_missing
2025_856,2025,9,1,2.2,2,Germany,non_binary,undergrad,1,0,none,1.0,4.38,3.73,0
2024_815,2024,1,1,4.57,2,Peru,male,masters,1,0,none,1.0,3.84,5.0,0
2025_282,2025,13,1,2.11,3,Germany,female,undergrad,1,0,none,1.0,5.0,5.0,0
2024_1176,2024,1,1,4.63,2,Peru,male,phd,1,0,none,0.0,0.0,0.0,1
2024_426,2024,8,1,4.8,4,Brazil,female,phd,1,0,none,1.0,4.01,4.58,0
2024_1135,2024,6,1,3.23,3,Peru,non_binary,undergrad,1,0,none,1.0,3.9,4.02,0
2025_1001,2025,8,1,1.77,2,Germany,female,masters,1,0,none,1.0,5.0,4.13,0
2025_694,2025,3,1,3.23,3,Germany,non_binary,undergrad,1,0,none,1.0,4.54,3.65,0
2024_597,2024,7,1,1.44,2,Kenya,non_binary,masters,1,0,none,1.0,4.63,4.17,0
2024_807,2024,7,1,3.54,2,UK,male,masters,1,0,none,1.0,3.74,3.1,0
2025_936,2025,3,1,3.0,3,India,non_binary,masters,1,1,hearing,0.0,0.0,0.0,1
2025_289,2025,6,1,4.57,3,Kenya,female,phd,1,0,none,1.0,3.14,3.27,0
2024_119,2024,7,1,1.51,4,UK,non_binary,phd,1,0,none,1.0,3.35,2.85,0
2025_253,2025,7,1,3.03,3,Peru,female,phd,1,1,prefer_not_to_say,1.0,4.51,5.0,0
2024_639,2024,4,1,3.62,4,Germany,male,phd,1,1,motor,1.0,3.67,5.0,0
2024_1169,2024,3,1,2.74,4,UK,male,masters,1,1,motor,1.0,4.67,4.61,0
2024_480,2024,8,1,4.5,2,UK,male,phd,1,1,visual,1.0,5.0,5.0,0
2025_423,2025,6,1,3.72,4,USA,female,undergrad,1,0,none,0.0,2.41,3.86,0
2025_725,2025,11,1,4.11,3,USA,female,undergrad,1,1,hearing,1.0,4.43,4.53,0
2025_955,2025,10,1,3.32,3,Kenya,non_binary,masters,1,0,none,1.0,5.0,4.49,0
2024_1048,2024,2,1,4.3,3,UK,non_binary,phd,1,0,none,0.0,3.51,3.44,0
2024_88,2024,1,1,3.89,2,Kenya,male,phd,1,0,none,0.0,3.5,3.95,0
2024_409,2024,1,1,2.93,4,USA,male,undergrad,1,0,none,0.0,3.14,3.99,0
2025_895,2025,7,1,1.83,3,USA,non_binary,masters,1,0,none,1.0,3.9,4.12,0
2025_547,2025,6,1,2.84,3,Brazil,female,undergrad,1,1,hearing,1.0,3.68,3.85,0
2025_1164,2025,6,1,5.0,2,Kenya,female,undergrad,1,0,none,1.0,4.8,3.78,0
2024_927,2024,7,1,4.22,4,Brazil,female,masters,1,1,visual,1.0,4.8,4.42,0
2025_608,2025,2,1,2.55,4,India,male,undergrad,1,0,none,1.0,3.68,5.0,0
2025_1023,2025,9,1,4.7,3,Peru,female,undergrad,1,0,none,1.0,4.59,3.66,0
2024_959,2024,1,1,3.67,2,Brazil,non_binary,undergrad,1,0,none,0.0,0.0,0.0,1
2025_152,2025,3,1,3.77,2,Peru,female,undergrad,1,0,none,1.0,4.16,4.94,0
2025_154,2025,4,1,2.7,3,USA,male,masters,1,0,none,1.0,4.09,3.42,0
2025_434,2025,2,1,2.65,3,India,male,phd,1,0,none,0.0,3.79,3.03,0
2024_254,2024,7,1,1.96,4,India,female,masters,1,0,none,1.0,4.2,5.0,0
2025_390,2025,14,1,4.34,4,Germany,male,phd,1,1,cognitive,1.0,4.81,4.3,0
2024_516,2024,2,1,4.25,2,Germany,male,phd,1,0,none,0.0,2.23,1.68,0
2024_632,2024,3,1,2.7,4,Germany,non_binary,phd,1,1,prefer_not_to_say,0.0,2.73,2.09,0
2024_554,2024,1,1,5.0,2,Peru,male,phd,1,0,none,1.0,5.0,5.0,0
2024_1041,2024,9,1,5.0,3,Germany,male,undergrad,1,0,none,1.0,3.56,4.39,0
2025_1116,2025,9,1,2.24,4,Germany,male,masters,1,0,none,1.0,3.76,3.46,0
2024_543,2024,6,1,2.84,4,Brazil,female,undergrad,1,0,none,0.0,3.6,4.19,0
2024_8,2024,6,1,2.62,3,Kenya,female,phd,1,0,none,1.0,4.2,5.0,0
2024_957,2024,3,1,3.68,3,Germany,female,phd,1,0,none,1.0,4.26,4.76,0
2024_841,2024,9,1,2.61,2,UK,non_binary,phd,1,1,cognitive,1.0,4.15,3.53,0
2025_672,2025,1,1,3.71,2,Germany,female,masters,1,0,none,1.0,3.61,2.92,0
2024_452,2024,6,1,3.33,3,UK,female,phd,1,0,none,1.0,4.12,4.06,0
2025_218,2025,4,1,3.29,2,Germany,male,masters,1,0,none,0.0,3.77,1.78,0
2025_1084,2025,11,1,2.58,3,Brazil,female,phd,1,0,none,1.0,3.93,4.92,0
2025_19,2025,3,1,3.44,4,USA,non_binary,masters,1,0,none,0.0,2.63,1.33,0
2024_1132,2024,7,1,4.17,3,Germany,male,masters,1,0,none,1.0,4.31,5.0,0
2025_804,2025,15,1,3.46,3,Kenya,female,masters,1,0,none,1.0,4.78,4.74,0
2025_274,2025,8,1,5.0,3,USA,male,masters,1,0,none,1.0,3.85,3.25,0
2024_919,2024,6,1,3.19,2,Peru,female,undergrad,1,0,none,1.0,4.06,4.2,0
2025_170,2025,1,1,2.66,2,Germany,male,undergrad,1,1,visual,1.0,5.0,3.79,0
2025_502,2025,10,1,2.38,3,UK,female,masters,1,0,none,1.0,4.53,3.69,0
2024_661,2024,11,1,3.27,3,Kenya,male,masters,1,1,motor,1.0,4.57,4.06,0
2024_1048,2024,3,1,3.67,3,UK,non_binary,phd,1,0,none,0.0,3.51,3.44,0
2025_185,2025,3,1,3.24,4,India,male,phd,1,0,none,1.0,5.0,4.32,0
2024_1066,2024,2,1,1.95,2,USA,male,phd,1,0,none,1.0,4.65,5.0,0
2024_799,2024,4,1,1.86,3,Germany,female,masters,1,1,cognitive,1.0,2.26,5.0,0
2024_274,2024,10,1,4.92,2,Peru,male,masters,1,0,none,1.0,4.4,4.05,0
2024_1119,2024,1,1,4.09,3,UK,female,phd,1,1,cognitive,0.0,2.88,1.87,0
2025_34,2025,3,1,3.76,3,Peru,non_binary,masters,1,0,none,1.0,2.68,3.47,0
2025_316,2025,4,1,5.0,2,USA,non_binary,undergrad,1,0,none,0.0,2.46,3.85,0
2024_638,2024,1,1,1.72,2,Kenya,non_binary,masters,1,0,none,0.0,1.6,2.9,0
2024_94,2024,1,1,2.64,3,Germany,non_binary,masters,1,0,none,0.0,3.66,3.25,0
2025_444,2025,11,1,2.4,4,USA,male,masters,1,1,visual,1.0,4.85,4.33,0
2024_1189,2024,6,1,3.43,3,India,female,phd,1,0,none,1.0,4.62,5.0,0
2025_680,2025,7,1,3.24,3,UK,female,phd,1,0,none,1.0,3.72,2.3,0
2024_991,2024,2,1,2.49,2,Brazil,non_binary,masters,1,1,hearing,1.0,4.58,3.2,0
2024_1153,2024,3,1,2.34,4,India,female,undergrad,1,1,visual,1.0,4.37,3.62,0
2025_340,2025,4,1,4.38,4,Germany,non_binary,undergrad,1,0,none,0.0,3.2,2.2,0
2024_457,2024,4,1,4.64,3,USA,male,masters,1,0,none,0.0,2.53,1.66,0
2024_132,2024,7,1,2.87,2,Germany,female,undergrad,1,1,multiple,1.0,3.03,4.54,0
2025_638,2025,12,1,3.4,3,Peru,male,phd,1,0,none,1.0,4.83,4.31,0
2024_1025,2024,9,1,4.82,4,UK,non_binary,phd,1,0,none,1.0,4.59,3.61,0
2025_723,2025,1,1,3.13,2,India,male,masters,1,1,hearing,0.0,3.08,1.81,0
2025_66,2025,6,1,4.05,3,Peru,female,masters,1,0,none,0.0,3.57,2.34,0
2024_629,2024,3,1,3.86,2,Germany,female,phd,1,0,none,1.0,5.0,5.0,0
2025_918,2025,3,1,5.0,4,Brazil,non_binary,phd,1,0,none,0.0,3.17,3.32,0
2024_799,2024,2,1,2.28,2,Germany,female,masters,1,1,cognitive,1.0,2.26,5.0,0
2025_653,2025,7,1,3.55,3,Brazil,non_binary,undergrad,1,1,motor,1.0,3.7,2.48,0
2025_574,2025,11,1,3.14,3,Brazil,female,undergrad,1,1,multiple,1.0,4.48,4.65,0
2025_280,2025,3,1,3.22,3,Peru,non_binary,masters,1,0,none,0.0,3.01,2.84,0
2025_993,2025,11,1,1.94,4,Kenya,non_binary,phd,1,0,none,1.0,5.0,5.0,0
2024_815,2024,10,1,3.25,2,Peru,male,masters,1,0,none,1.0,3.84,5.0,0
2025_602,2025,1,1,3.7,4,Kenya,female,masters,1,0,none,0.0,3.44,3.05,0
2025_83,2025,8,1,5.0,4,Germany,female,undergrad,1,0,none,0.0,3.75,2.51,0
2024_34,2024,1,1,3.24,2,Brazil,male,phd,1,0,none,1.0,4.05,3.06,0
2024_389,2024,6,1,3.13,3,Peru,male,undergrad,1,1,multiple,1.0,3.55,3.93,0
2024_711,2024,9,1,3.67,2,Peru,female,undergrad,1,0,none,1.0,3.86,3.85,0
2025_1067,2025,5,1,3.23,2,UK,female,masters,1,1,hearing,1.0,3.24,3.96,0
2025_616,2025,5,1,1.65,4,Kenya,female,undergrad,1,1,motor,0.0,3.31,3.5,0
2024_728,2024,9,1,2.69,4,Germany,non_binary,undergrad,1,0,none,1.0,4.2,3.36,0
2025_965,2025,4,1,3.89,3,India,female,masters,1,0,none,1.0,4.62,4.4,0
2024_691,2024,1,1,3.11,2,Brazil,male,masters,1,0,none,0.0,3.06,2.12,0
2025_278,2025,8,1,4.27,4,Brazil,male,masters,1,0,none,1.0,4.02,4.34,0
2024_159,2024,9,1,4.1,2,Peru,female,undergrad,1,0,none,1.0,5.0,4.15,0
2024_675,2024,6,1,3.85,2,India,non_binary,masters,1,0,none,1.0,5.0,3.86,0
2024_435,2024,6,1,3.65,4,Germany,male,phd,1,1,hearing,1.0,4.01,4.62,0
2025_354,2025,8,1,3.82,3,Brazil,male,phd,1,0,none,1.0,5.0,4.87,0
2024_1047,2024,6,1,4.47,3,Germany,male,masters,1,0,none,1.0,3.72,4.56,0
2024_149,2024,8,1,4.66,4,Germany,non_binary,masters,1,0,none,1.0,3.94,3.44,0
2025_1078,2025,3,1,3.49,3,USA,male,phd,1,0,none,1.0,4.58,4.63,0
2024_1171,2024,1,1,2.3,4,India,male,undergrad,1,0,none,0.0,2.84,4.15,0
2025_867,2025,10,1,3.24,4,UK,female,undergrad,1,0,none,1.0,5.0,4.08,0
2025_974,2025,2,1,3.28,2,USA,female,masters,1,1,motor,0.0,2.48,2.54,0
2024_916,2024,2,1,3.11,2,Kenya,male,phd,1,0,none,0.0,3.28,2.58,0
2024_776,2024,3,1,2.89,2,UK,female,undergrad,1,1,hearing,0.0,2.78,2.2,0
2024_859,2024,1,1,4.31,4,Kenya,female,phd,1,0,none,0.0,1.91,1.14,0
2025_1079,2025,7,1,2.48,2,India,male,masters,1,0,none,0.0,4.48,3.01,0
2025_1106,2025,7,1,3.71,2,India,non_binary,phd,1,0,none,1.0,5.0,2.53,0
2025_403,2025,14,1,4.57,2,UK,female,masters,1,0,none,1.0,4.64,3.89,0
2024_922,2024,4,1,3.77,4,Peru,non_binary,phd,1,0,none,1.0,4.26,3.89,0
2024_980,2024,3,1,4.76,4,UK,female,masters,1,0,none,0.0,2.99,2.0,0
2025_2,2025,8,1,4.17,2,Peru,female,undergrad,1,0,none,0.0,2.74,2.82,0
2024_568,2024,3,1,4.19,4,India,non_binary,undergrad,1,0,none,1.0,4.28,4.59,0
2024_679,2024,1,1,2.94,4,UK,male,phd,1,0,none,0.0,2.86,3.03,0
2025_465,2025,8,1,4.37,4,Kenya,female,masters,1,0,none,1.0,4.01,3.89,0
2024_497,2024,9,1,4.75,2,UK,male,undergrad,1,0,none,1.0,5.0,4.82,0
2024_146,2024,7,1,3.36,2,USA,female,phd,1,0,none,1.0,4.7,4.33,0
2024_588,2024,10,1,4.87,2,Peru,male,undergrad,1,0,none,1.0,4.7,4.7,0
2024_750,2024,3,1,3.59,2,USA,male,undergrad,1,0,none,1.0,3.96,4.87,0
2024_991,2024,4,1,4.3,3,Brazil,non_binary,masters,1,1,hearing,1.0,4.58,3.2,0
2024_1181,2024,8,1,4.28,2,Kenya,male,undergrad,1,0,none,1.0,4.21,4.51,0
2025_1163,2025,9,1,4.84,4,Germany,female,masters,1,0,none,1.0,3.88,3.36,0
2024_978,2024,1,1,3.99,3,Germany,female,masters,1,0,none,0.0,3.43,3.47,0
2025_1033,2025,6,1,1.86,3,India,female,undergrad,1,0,none,1.0,3.5,2.78,0
2025_806,2025,5,1,5.0,4,Kenya,male,undergrad,1,0,none,0.0,3.43,3.02,0
2025_775,2025,4,1,3.27,4,UK,non_binary,phd,1,1,cognitive,0.0,2.66,3.41,0
2024_423,2024,4,1,5.0,3,India,non_binary,undergrad,1,0,none,1.0,3.22,3.29,0
2024_1003,2024,6,1,3.81,4,Kenya,male,phd,1,0,none,1.0,3.14,4.31,0
2025_609,2025,5,1,1.84,2,India,female,masters,1,1,prefer_not_to_say,0.0,0.0,0.0,1
2025_827,2025,7,1,4.55,3,Germany,male,phd,1,0,none,1.0,4.0,2.77,0
2025_1046,2025,14,1,2.77,4,Germany,non_binary,undergrad,1,0,none,1.0,4.87,5.0,0
2025_1021,2025,4,1,1.93,2,Kenya,non_binary,masters,1,0,none,1.0,4.78,4.87,0
2024_377,2024,1,1,3.95,3,Peru,female,masters,1,0,none,0.0,0.0,0.0,1
2025_763,2025,2,1,2.62,4,USA,male,phd,1,0,none,0.0,2.19,3.02,0
2025_162,2025,6,1,5.0,4,Kenya,female,undergrad,1,0,none,1.0,4.66,4.59,0
2025_776,2025,10,1,2.69,2,Kenya,non_binary,phd,1,1,visual,1.0,4.01,2.6,0
2025_616,2025,4,1,4.67,2,Kenya,female,undergrad,1,1,motor,0.0,3.31,3.5,0
2025_221,2025,8,1,1.89,3,Kenya,female,masters,1,0,none,1.0,4.77,4.78,0
2024_805,2024,7,1,2.31,2,India,male,phd,1,0,none,1.0,4.38,4.16,0
2025_837,2025,6,1,3.46,3,USA,female,masters,1,0,none,1.0,4.38,4.77,0
2025_38,2025,5,1,2.67,4,Germany,female,phd,1,0,none,0.0,2.27,2.97,0
2024_499,2024,3,1,2.73,3,USA,non_binary,phd,1,0,none,0.0,2.98,4.02,0
2024_796,2024,6,1,4.31,3,UK,female,masters,1,0,none,1.0,2.89,3.83,0
2025_1034,2025,12,1,3.28,3,India,male,masters,1,0,none,1.0,4.17,3.67,0
2024_1181,2024,6,1,3.39,3,Kenya,male,undergrad,1,0,none,1.0,4.21,4.51,0
2025_894,2025,2,1,4.1,4,Peru,female,undergrad,1,0,none,0.0,2.62,2.97,0
2024_386,2024,6,1,1.62,4,Peru,female,masters,1,0,none,1.0,3.7,3.36,0
2024_593,2024,11,1,2.43,2,UK,male,masters,1,0,none,1.0,4.63,3.76,0
2024_7,2024,1,1,4.0,3,USA,male,masters,1,0,none,1.0,4.14,4.32,0
2024_686,2024,5,1,3.15,4,USA,male,undergrad,1,0,none,0.0,2.64,3.02,0
2025_632,2025,3,1,1.89,4,Germany,male,phd,1,1,visual,1.0,4.01,4.44,0
2025_410,2025,5,1,3.14,4,Brazil,non_binary,undergrad,1,0,none,0.0,0.0,0.0,1
2025_205,2025,1,1,2.73,3,Kenya,non_binary,phd,1,0,none,0.0,2.25,3.48,0
2025_313,2025,12,1,4.55,2,India,male,phd,1,0,none,1.0,3.57,4.6,0
2024_269,2024,4,1,2.31,3,India,male,masters,1,0,none,1.0,4.33,2.99,0
2025_81,2025,1,1,3.34,3,USA,non_binary,phd,1,1,prefer_not_to_say,1.0,4.32,5.0,0
2025_10,2025,5,1,2.19,3,India,female,phd,1,0,none,1.0,4.02,4.89,0
2024_676,2024,6,1,3.92,4,India,female,undergrad,1,1,multiple,1.0,3.82,4.65,0
2024_157,2024,5,1,3.4,4,Kenya,male,masters,1,0,none,0.0,3.03,2.77,0
2024_755,2024,1,1,4.54,4,UK,male,masters,1,0,none,0.0,1.77,1.92,0
2024_1053,2024,1,1,4.07,4,Brazil,female,undergrad,1,0,none,0.0,2.6,2.06,0
2024_1037,2024,9,1,3.75,4,Peru,non_binary,undergrad,1,0,none,1.0,5.0,5.0,0
2025_785,2025,2,1,3.78,3,India,male,undergrad,1,0,none,0.0,3.94,3.2,0
2025_237,2025,6,1,3.99,2,Kenya,male,masters,1,0,none,0.0,4.23,2.95,0
2024_626,2024,1,1,4.23,2,Kenya,female,phd,1,0,none,0.0,2.34,1.71,0
2024_1110,2024,3,1,3.93,3,UK,non_binary,masters,1,0,none,0.0,3.08,3.68,0
2024_504,2024,2,1,3.47,3,Germany,male,masters,1,0,none,0.0,3.3,3.4,0
2025_1026,2025,4,1,2.27,4,India,non_binary,masters,1,0,none,1.0,5.0,4.95,0
2025_241,2025,12,1,4.04,2,Peru,non_binary,undergrad,1,0,none,1.0,4.62,4.67,0
2025_546,2025,4,1,3.73,2,India,male,masters,1,0,none,1.0,5.0,4.71,0
2025_632,2025,4,1,4.32,2,Germany,male,phd,1,1,visual,1.0,4.01,4.44,0
2025_893,2025,7,1,1.89,3,India,female,phd,1,0,none,1.0,4.84,5.0,0
2024_1003,2024,5,1,3.02,3,Kenya,male,phd,1,0,none,1.0,3.14,4.31,0
2024_988,2024,10,1,3.73,3,Germany,female,masters,1,1,visual,1.0,4.29,4.82,0
2025_820,2025,1,1,3.47,4,Germany,non_binary,masters,1,1,visual,1.0,3.79,4.09,0
2024_395,2024,8,1,2.47,2,Kenya,non_binary,phd,1,1,prefer_not_to_say,1.0,4.26,3.6,0
2025_1193,2025,8,1,5.0,4,Germany,female,masters,1,0,none,0.0,0.0,0.0,1
2025_1148,2025,3,1,2.87,3,Brazil,non_binary,undergrad,1,1,multiple,1.0,4.08,3.33,0
2025_913,2025,2,1,4.16,2,India,male,masters,1,0,none,0.0,3.04,2.15,0
2024_1137,2024,2,1,5.0,4,Peru,male,masters,1,0,none,1.0,2.93,3.54,0
2025_664,2025,6,1,4.61,3,USA,female,masters,1,0,none,1.0,4.91,5.0,0
2025_141,2025,4,1,2.95,3,Germany,female,phd,1,1,hearing,1.0,5.0,3.44,0
2025_170,2025,6,1,1.6,2,Germany,male,undergrad,1,1,visual,1.0,5.0,3.79,0
2024_285,2024,6,1,4.05,3,Germany,female,undergrad,1,0,none,0.0,3.49,5.0,0
2025_682,2025,1,1,4.56,4,Brazil,male,masters,1,1,hearing,1.0,4.29,3.77,0
2025_917,2025,6,1,3.05,4,UK,female,phd,1,1,multiple,0.0,4.1,3.72,0
2025_1,2025,1,1,3.6,4,Germany,female,masters,1,1,motor,0.0,2.78,2.64,0
2025_1058,2025,7,1,3.89,3,India,male,phd,1,1,visual,1.0,4.09,4.89,0
2024_884,2024,8,1,4.65,4,UK,non_binary,phd,1,0,none,1.0,4.67,4.79,0
2025_774,2025,1,1,3.79,2,Germany,female,masters,1,0,none,1.0,3.36,3.76,0
2025_1119,2025,4,1,4.13,4,UK,male,masters,1,0,none,1.0,4.08,4.72,0
2025_235,2025,1,1,5.0,2,UK,non_binary,phd,1,0,none,1.0,3.9,3.72,0
2025_618,2025,3,1,1.51,3,Germany,male,phd,1,1,hearing,1.0,3.54,4.25,0
2025_798,2025,13,1,4.29,4,Brazil,non_binary,undergrad,1,1,prefer_not_to_say,1.0,4.49,5.0,0
2025_664,2025,2,1,4.52,2,USA,female,masters,1,0,none,1.0,4.91,5.0,0
2024_254,2024,9,1,2.95,3,India,female,masters,1,0,none,1.0,4.2,5.0,0
2024_1168,2024,13,1,4.43,2,UK,non_binary,masters,1,0,none,1.0,3.84,5.0,0
2025_1091,2025,4,1,4.09,4,Kenya,male,phd,1,1,visual,1.0,3.77,4.46,0
2025_162,2025,9,1,3.84,2,Kenya,female,undergrad,1,0,none,1.0,4.66,4.59,0
2025_952,2025,7,1,2.82,2,Germany,female,masters,1,1,hearing,0.0,2.83,4.02,0
2025_264,2025,1,1,2.27,4,Brazil,non_binary,phd,1,0,none,1.0,3.02,2.69,0
2025_1059,2025,3,1,3.41,4,India,female,phd,1,0,none,0.0,3.53,2.94,0
2025_450,2025,1,1,2.15,4,Peru,female,masters,1,1,multiple,1.0,5.0,4.09,0
2025_632,2025,8,1,3.65,4,Germany,male,phd,1,1,visual,1.0,4.01,4.44,0
2025_924,2025,3,1,1.87,3,Brazil,non_binary,phd,1,0,none,0.0,3.35,4.08,0
2024_868,2024,7,1,2.18,2,Brazil,male,masters,1,0,none,1.0,3.64,3.14,0
2025_30,2025,1,1,3.4,4,Brazil,male,undergrad,1,0,none,1.0,3.93,2.8,0
2024_269,2024,5,1,4.2,2,India,male,masters,1,0,none,1.0,4.33,2.99,0
2024_991,2024,7,1,3.88,4,Brazil,non_binary,masters,1,1,hearing,1.0,4.58,3.2,0
2024_146,2024,4,1,1.86,3,USA,female,phd,1,0,none,1.0,4.7,4.33,0
2025_1106,2025,1,1,4.15,4,India,non_binary,phd,1,0,none,1.0,5.0,2.53,0
2025_345,2025,3,1,3.16,4,Brazil,non_binary,masters,1,0,none,0.0,2.99,4.07,0
2024_965,2024,8,1,3.4,3,UK,female,phd,1,1,prefer_not_to_say,1.0,3.79,3.88,0
2025_129,2025,11,1,2.25,3,Germany,female,undergrad,1,1,cognitive,1.0,4.17,4.64,0
2025_289,2025,2,1,3.86,2,Kenya,female,phd,1,0,none,1.0,3.14,3.27,0
2024_1093,2024,6,1,4.46,4,Brazil,non_binary,masters,1,1,multiple,1.0,4.5,4.26,0
2025_237,2025,8,1,3.87,4,Kenya,male,masters,1,0,none,0.0,4.23,2.95,0
2024_373,2024,4,1,2.74,4,India,male,undergrad,1,0,none,0.0,3.61,3.71,0
2025_315,2025,14,1,4.73,4,Peru,male,phd,1,0,none,1.0,4.14,4.44,0
2024_269,2024,10,1,4.82,4,India,male,masters,1,0,none,1.0,4.33,2.99,0
2024_1067,2024,3,1,4.67,4,Brazil,female,phd,1,1,prefer_not_to_say,0.0,3.06,2.81,0
2025_993,2025,12,1,4.49,3,Kenya,non_binary,phd,1,0,none,1.0,5.0,5.0,0
2024_1140,2024,1,1,5.0,3,USA,female,phd,1,0,none,1.0,4.33,3.21,0
2025_974,2025,5,1,2.1,3,USA,female,masters,1,1,motor,0.0,2.48,2.54,0
2024_466,2024,8,1,3.29,4,India,female,undergrad,1,0,none,1.0,3.52,3.71,0
2024_565,2024,3,1,2.07,4,UK,non_binary,phd,1,0,none,1.0,3.23,3.56,0
2025_118,2025,10,1,3.64,3,UK,non_binary,masters,1,1,cognitive,1.0,5.0,4.9,0
2025_326,2025,8,1,4.64,3,Kenya,female,masters,1,0,none,1.0,4.38,2.74,0
2024_519,2024,2,1,4.76,3,Peru,non_binary,phd,1,1,cognitive,0.0,2.71,2.78,0
2025_784,2025,12,1,3.97,4,USA,male,phd,1,0,none,1.0,3.9,3.53,0
2024_273,2024,2,1,1.0,3,India,non_binary,undergrad,1,0,none,1.0,4.66,5.0,0
2024_633,2024,14,1,5.0,2,USA,female,masters,1,0,none,1.0,4.96,4.52,0
2024_932,2024,5,1,2.59,2,Brazil,non_binary,phd,1,1,prefer_not_to_say,0.0,0.0,0.0,1
2024_149,2024,4,1,5.0,3,Germany,non_binary,masters,1,0,none,1.0,3.94,3.44,0
2025_659,2025,5,1,3.84,4,India,non_binary,masters,1,0,none,1.0,5.0,4.77,0
2024_197,2024,2,1,2.82,2,Kenya,male,masters,1,0,none,0.0,2.58,2.81,0
2024_48,2024,3,1,3.53,3,Germany,non_binary,phd,1,0,none,0.0,3.16,2.12,0
2024_815,2024,9,1,4.0,2,Peru,male,masters,1,0,none,1.0,3.84,5.0,0
2025_943,2025,2,1,4.0,4,Brazil,female,phd,1,0,none,1.0,4.03,3.44,0
2024_425,2024,5,1,3.24,2,Germany,male,phd,1,0,none,0.0,3.68,4.56,0
2024_1157,2024,4,1,3.57,3,Peru,non_binary,phd,1,0,none,1.0,3.84,3.43,0
2025_26,2025,7,1,4.47,2,Peru,non_binary,phd,1,1,motor,0.0,3.29,3.2,0
2024_623,2024,8,1,3.66,4,Kenya,male,undergrad,1,0,none,1.0,3.88,4.94,0
2024_176,2024,4,1,2.48,3,Peru,male,phd,1,0,none,0.0,3.83,4.27,0
2025_310,2025,11,1,1.75,4,Peru,female,undergrad,1,0,none,1.0,4.14,3.01,0
2025_1058,2025,9,1,3.01,3,India,male,phd,1,1,visual,1.0,4.09,4.89,0
2025_605,2025,2,1,2.96,2,Germany,male,masters,1,0,none,1.0,3.57,4.98,0
2024_826,2024,1,1,5.0,2,Germany,male,masters,1,0,none,1.0,4.94,5.0,0
2025_1117,2025,5,1,3.38,4,Kenya,male,masters,1,1,hearing,0.0,2.22,2.31,0
2025_555,2025,2,1,2.13,4,Brazil,female,masters,1,1,hearing,0.0,3.07,2.12,0
2025_195,2025,5,1,3.58,4,Kenya,male,masters,1,1,visual,1.0,3.07,4.05,0
2025_454,2025,9,1,3.38,3,Brazil,male,undergrad,1,1,hearing,1.0,2.82,3.58,0
2025_415,2025,1,1,3.7,4,Germany,male,masters,1,0,none,0.0,2.38,3.36,0
2024_975,2024,5,1,4.3,2,Peru,female,phd,1,0,none,1.0,3.69,4.26,0
2025_780,2025,11,1,5.0,2,Germany,male,masters,1,0,none,1.0,4.86,4.89,0
2025_181,2025,5,1,5.0,4,USA,non_binary,undergrad,1,0,none,1.0,3.71,4.39,0
2024_829,2024,3,1,3.6,4,Brazil,male,phd,1,1,visual,0.0,3.75,3.45,0
2024_1093,2024,5,1,2.44,3,Brazil,non_binary,masters,1,1,multiple,1.0,4.5,4.26,0
2025_10,2025,8,1,4.32,2,India,female,phd,1,0,none,1.0,4.02,4.89,0
2025_945,2025,8,1,2.88,4,Brazil,female,masters,1,1,prefer_not_to_say,1.0,3.78,2.73,0
2025_964,2025,5,1,2.7,2,India,non_binary,undergrad,1,1,visual,1.0,4.95,5.0,0
2025_878,2025,9,1,4.62,3,Germany,female,undergrad,1,1,hearing,1.0,3.75,4.97,0
2025_909,2025,13,1,3.73,4,Kenya,male,phd,1,0,none,1.0,4.01,5.0,0
2025_273,2025,3,1,4.53,4,India,non_binary,phd,1,0,none,1.0,3.1,3.32,0
2025_506,2025,5,1,3.71,2,Germany,female,phd,1,0,none,1.0,4.72,4.05,0
2024_814,2024,1,1,2.48,4,Peru,female,phd,1,0,none,0.0,2.09,2.21,0
2024_879,2024,4,1,2.94,2,Kenya,non_binary,masters,1,0,none,0.0,3.46,3.72,0
2024_1116,2024,9,1,3.32,3,Brazil,female,phd,1,0,none,1.0,5.0,4.55,0
2024_89,2024,1,1,4.45,3,India,male,phd,1,0,none,1.0,4.38,4.73,0
2025_17,2025,5,1,3.7,4,Germany,female,masters,1,1,cognitive,1.0,3.69,3.51,0
2024_10,2024,9,1,2.94,2,Peru,female,masters,1,0,none,1.0,4.08,1.74,0
2024_664,2024,3,1,1.32,3,Brazil,non_binary,phd,1,0,none,0.0,2.02,3.58,0
2025_130,2025,8,1,3.21,4,UK,male,masters,1,0,none,1.0,3.85,4.46,0
2024_568,2024,11,1,4.23,4,India,non_binary,undergrad,1,0,none,1.0,4.28,4.59,0
2024_867,2024,4,1,2.24,3,India,female,undergrad,1,0,none,1.0,4.91,3.86,0
2024_591,2024,4,1,4.5,4,UK,non_binary,phd,1,0,none,1.0,3.98,4.22,0
2024_92,2024,8,1,2.53,2,Kenya,non_binary,phd,1,0,none,1.0,4.07,4.19,0
2025_1060,2025,12,1,4.01,3,Peru,female,phd,1,1,visual,1.0,4.59,5.0,0
2025_462,2025,7,1,2.02,4,India,non_binary,undergrad,1,0,none,1.0,4.27,5.0,0
2025_140,2025,2,1,2.61,2,Peru,non_binary,masters,1,1,motor,1.0,4.92,5.0,0
